entity_key;title;totalScore;reviewsCount;street;city;categoryName;text;jumlah_teks_untuk_sentimen;sentiment_score;sentimen_confidence
indra autoservice panggilan bisa di tempat || jl cikadut no 18;Indra Autoservice panggilan bisa di tempat;5;18;Jl. Cikadut No.18;Kota Bandung;Bengkel Mobil;bisa antar jemput kendaraan yg mau diservis itu poin plus banget ||| Mantap mekaniknya ..mobil sy JD enak bnget d pakainya ..udah beberapa bengkel sy coba..cuma d bengkel indra auto service yg paling mantap ||| mantap ..pokonya puas.mobil tadinya gak enak di pake.setelah service di bengkelnya Indra autoservice.jadi josass...thxs ||| Mobil saya abis di service disini joss lagi apalagi alat nya juga komplit ||| Bengkelnya bagus, mekanik profesional dan harganya juga terjangkau👍;5;1;Tinggi
inti health store || jl buah batu no 263a;Inti Health Store;4,5;282;Jl. Buah Batu No.263A;Kota Bandung;Toko Kesehatan dan Kecantikan;"Saya mencari hospital bed sdh ke beberapa tempat sebelum datang ke Inti Health, dan ternyata pencarian saya berhenti di sini dan memutuskan membeli hospital bed 3 crank plus matras anti decubitus dikarenakan disamping harganya yg jauh lebih murah juga krn barangnya ready tidak sprt di tempat sebelumnya yg hrs indent, bahkan sampai 3 bulan !. Bahkan saya mendapat bonus cairan antiseptic. Barangpun dikirim langsung esok siangnya. Tokonya lengkap dan pelayannya memuaskan. Terima kasih atas pelayanannya. ||| Beli timbangan onemed di toped, malah dikirim hand sanitizer, tidak ada chat konfirmasi sama sekali (Malah titip pesan ke kurir GOSEND, sementara dikirim ini dulu, nanti kalau sudah ready baru dikirim barang yang benar) AMAT SANGAT TIDAK PROFESSIONAL. Chat dan komplain pengembalian dana TIDAK DIRESPONS SAMA SEKALI. ||| Tidak niat jualan online mending gausah saya pesan instan malah tidak dikirim hari yang sama padahal barang nya urgent untuk orang tua saya, sebelumnya sudah konfirmasi dulu apakah bisa kirim langsung dan admin jawab ""iyaa kami proses ya kak"" tapi lewat hari belum juga dikirim dan besok nya boro boro minta maaf setelah komplain tetapi seakan akan tidak jadi masalah Tolong dong kan kalian ini perusahaan alkes berhubungan dengan kesehatan ko justu lambat banget dan tidak profesional sangat mengecewakan!!!! ||| Tempat nya nyaman, pelayanan nya ramah , produk nya lengkap Pertama kali kesini , tapi langsung di sambut sama pelayan nya dan langsung d kasih tau produk yang d cari Mantapss ||| best bgt psan pagi datang siang via instan thankyou min pmpers dewasa uk xl";5;1;Tinggi
inti medical bandung || 139 141 ruko jl dulatip jl suniaraja no a3;Inti Medical Bandung;4,5;660;139-141 Ruko, Jl. Dulatip Jl. Suniaraja No.A3;Kota Bandung;Toko Perlengkapan Medis;"Perlengkapan kesehatan yang lengkap semua kebutuhan kesehatan ada disini. Belanja disini harus menunjukan ktp jadi didata setiap pembelinya. Harga nya juga cukup terjangkau dibanding di tempat lain. Pelayanan nya ada yg ramah ada juga yg cuek. ||| Onestop medical equipment store Letaknya pas depan terminal st hall bandung Pelayannya cukup baik dan ramah, tapi memang kadang ga bisa professional mungkin karena kewalahan juga Harga barangnya ga kalah menarik alias luamayan murah dibanding tempat lain Kurang luas aja tempatnya dan ga ada parkiran ||| Toko alat"" kesehatan yang lengkap dan harganya pun agak murah dari toko alkes lainnya. Lokasi toko sangat mudah dijangkau serta pelayanannya sangat memuaskan. ||| Pelayanan Kacau , Kasih Barang Cacat pas diretur mukannya malah pada jutek sampe saya marah niat melayani ga kalo emang ga rusak tuh barang ga mungkin saya retur mana saya perjalanan ke toko 1 jam bolak balik !!! ||| Batangnya komplit, harga miring, kualitas barang terjamin, pelayannya ramah";5;1;Tinggi
inti medical store || jl sederhana no 63;Inti Medical Store;4,9;69;Jl. Sederhana No.63;Kota Bandung;Toko;Pelayanan sangat baik, tempatnyapun bersih dan nyaman, barang-barang yang tersedia lumayan lengkap. Rekomen banget buat beli perlengkapan kesehatan disini💞 ||| Pelayanan dengan hati pelanggan dipastikan puas dan barang lengkap sesuai kebutuhan 💕💕💕💖 ||| PELAYANAN MANTAP👍🏼 bersih dan dingin selalu nyaman belanja disini⭐️⭐️🌟🌟🤩 ||| Pelayanan okee bangett saya di pastiin sampe nyamann buruan belanja ||| Pertama-tama ngk ada price tag nya ditulis. . Aku belik oksimetri hari ini, sudah 2 kali ku tanya, pertama ke pegawai cowo, kedua ke pegawai cewe di kasir. Di kasih tahu harganya, ehh pas mo bayar harganya beda. Jadi kebingungan mau keluarkan uang dri atm gegara uangnya sisa 5 ribu doang. Please lah yg bener atuh 🫠 Beli bukan untuk punya sendiri, punya orang. Hadehh;5;1;Tinggi
inti medika store pusat alat kesehatan kedokteran || jl sudirman no 693;Inti Medika Store | Pusat Alat Kesehatan Kedokteran;4,8;1028;Jl. Sudirman No.693;Kota Bandung;Toko Perlengkapan Medis;Saya cari kursi roda yg cocok untuk anak saya dan nemunya di toko ini. Puas banget sama pelayanannya krn karyawannya ramah2. Mau menjelaskan dgn lengkap, melayani dengan baik. Dr pilih2 kursi roda sampe pembayaran dan dibawa ke mobil semuanya dilayani dgn baik. Oh iya saya juga beli rice cooker yg low sugar, ini juga saya dijelasin dengan lengkap tentang bagaimana menggunakannya. Menurut saya toko ini punya kelebihan karena barangnya lengkap dan karyawannya ramah. ||| Alhamdulillah datang kesini hari minggu jam 10an masih buka karena baru tau hari minggu tutup jam 1, teteh pegawainya informatif bgt nyari deket yg bagus bisa cobain dulu nyaman yg mana, terus nyari alat terapi kejut juga ada.. tetehnya juga sudah hafal cara penggunaannya, kita banyak nanya juga tetehnya bisa jawab dgn baik.. makasih yah pegawainya ramah semua 🫶 ||| Bismillah Toko nya ramai offline ataupun online, lengkap dan harga bersaing.. Tidak boleh rekam video didalam store offline... Petugasnya helpfull.. Dapet free mask jika mengulas toko ini ||| Untuk store selengkap ini mungkin parkir nya diperluas ya mengingat itu dipinggir jalan nasional supaya memberikan pelayan yg nyaman buat pelanggan ||| Tempatnya enak, pelayanannya baik sekali dan ramah semua. Rekomendasi banget untuk beli alat kesehatan disini! Bisa dapat promo cek gula darah, kolesterol, dan asam urat gratissss!!!;5;1;Tinggi
inti motor || jl cikawao no 24a;Inti Motor;4,1;205;Jl. Cikawao No.24A;Kota Bandung;Bengkel Sepeda Motor;Bengkel variasi trail yg mantap, sangat recomended,.. Pengerjaan cepat dan berpengalaman. Kemarin sy modif crf 150 jadi supermoto, hasilnya mantap dan memuaskan. Terima kasih INTI motor. ||| untuk cari sparepart oke,lengkap semua ada..tp klo untuk pemasangan ditempat mikir mikir dulu aja,ongkos pasang asal nembak ga masuk akal👎 masangnya jg ga bener,kaliper depan dibongkar bautnya 1 ga dipasang,saya masang handle jg asal potong aja padahal ga sesuai sama dudukannya jd terpaksa harus keluar uang lebih untuk beli dudukannya ||| Asal terpasang, yg penting barang terjual. Karet bawaan sampai rusak karna maksa dipasang/ngga kompatibel. padahal karet ini susah nyarinya, gaada yg lokal. bilang aja ada kendala susah banget. Ditambah ada part ori yg kompatibel dgn karet hilang 2 dari 4. ||| Thanks mekanik sgt membantu pas mogok.. semua ramah dan informatif.. sukses terus buat owner nya ||| Nggk lagi sumpah, pemasangan nya asal banget, juga asal getok nggk pake perasaan, juga pemasangan nya pada kebalik;5;-1;Tinggi
ionk motor bdg 49 || jl golf raya no 2;Ionk Motor bdg#49;4,7;20;Jl. Golf Raya No.2;Kota Bandung;Bengkel Sepeda Motor;Bengkel rumahan yang rekomen menurut saya. Nuhun a ionk pelayanan nya memuaskan ||| Kang ionk nya berpengalaman dalam mesin dan kelistrikan kendaraan roda 2 ||| Mantap kang, hatur nuhun. Alhamdulillah dipersilahkan ikut shalat juga. Moga berkah selalu. ||| Barusan benerin gas byson karena keras banget. Datang langsung dikerjain dan mantap jdi enak lagii. Makasih a. Next kalo ada kendala motor lagi, auto mampir hehe ||| rekomend banget buat kalian yg suka borup,tunup,atau mau memodifikasi motor nya,pelayanan ramah dan sangat memuaskan bengkel nya amanah;5;1;Tinggi
irgi motor bandung mekanik motor panggilan || jl cipaku i no 14;Irgi Motor Bandung ( Mekanik Motor Panggilan);4;9;Jl. Cipaku I No.14;Kota Bandung;Bengkel Sepeda Motor;recomended ||| Turun mesin soul gt 125 mantap hasilnya glowing;2;1;Sedang
istana medika || rajawali plaza jalan rajawali timur 27 komplek ruko no 48;Istana Medika;4,7;7;Rajawali Plaza, Jalan Rajawali Timur.27, Komplek Ruko No.48;Kota Bandung;Toko Perlengkapan Medis;Lengkap ||| Good service, the surgical instruments are pretty complete. ||| Tempat strategis;3;1;Tinggi
istiqomah net || jl cilengkrang ii rt 01 09;ISTIQOMAH.NET;4,4;27;Jl. Cilengkrang II, RT.:01/09;Kota Bandung;Toko Komputer;beli monitor 19 inch lenovo 350rb, pemakaian 7 bulan masih normal. barangnya ex-kantor, bagus bukan rekondisi. ||| Saya service PC disini bagus banget pelayanan nya, aa nya ramah, juga langsung dicek dlu kerusakannya dan untuk lama service nya lumayan lama sih tapi semoga hasilnya sesuai ekspektasi, terimakasih Istiqomah net 😊 ||| Rekomendasi, buat rakit pc terbaik. Management kabel rapih tidak berantakan, harga bisa disesuaikan sesuai kebutuhan. (SAYA BUKAN TESTIMONI BAYARAN) Sukses terus istiqomah net🥰 ||| Pelayanan baik, ramah ,trusted di anterin sampa Cimahi 👏👏👍 ||| Penjual tidak jujur memaksakan untuk di jual vga yg udah rusak. Di hubungi tidak di jawab parah;5;1;Tinggi
itcorner bandung sales service printer laptop pc || jaya plaza jl a yani;ITCorner Bandung (Sales, Service Printer/Laptop/PC);5;29;Jaya Plaza, Jl. A. Yani;Kota Bandung;Toko Komputer;Meskipun rumah di cigending ujungberung si mamang na fastrespon kalau pun nyalse sok di anter bahkan bisa service drumah.. Terbaik it corner. Note : pelanannya aga banyakin senyum ya jangan kaya debt collector mesem mulu ||| Keren ini toko, fast response banget seller nya... cuma saran aja buat owner jgn terlalu banyak gaul sama jamril.. Nuhun maju terusss ||| Terbaik se-Bandung Raya,cuma rada takut soalnya didalam toko si Mamangnya ada bendera GAM ||| Bbrp kali service printer disini ok hasil nya. Biaya jasa service nya masih terbilang murah sesuai dengan kerusakan. Salah satu Rekomendasi tempat service printer di Jaya Plaza. ||| Wah dah lama langganan ma om ini mantap bersahabat pokonya juaraaaa;5;1;Tinggi
iyancaraudio || gg dahlia no 21b 143e rt 2 rw 9;IyanCarAudio;5;1;Gg. Dahlia No.21b 143E, RT.2/RW.9;Kota Bandung;Toko Audio Mobil;keren sih mobil gue kek tempat dugem skrng bass nya haha;1;1;Rendah
jabar motor || jl gatot subroto no 15;Jabar Motor;4,2;75;Jl. Gatot Subroto No.15;Kota Bandung;Bengkel Sepeda Motor;Ci nya baik, ini bengkel legend di kota bandung, utk motor2 jepang tua jg vespa.. C70, CB 100, C50, C90.. dll ||| Bengkel motor dengan pelayanan TERBURUK seBandung raya. Ceritanya motor sy mogok tepat di seberang bengkel ini. Kemudian sy berinisiatif untuk memperbaikinya di bengkel ini. Namun, tidak ada satupun yg melayani dengan alasan sdg istirahat makan siang. Setelah itu, sy pun menunggu bersama anak & istri sampai pd akhirnya ada seorang montir datang. Kemudian sy meminta montir tsb untuk mengecek motor sy namun dia sama sekali TIDAK MENGHIRAUKAN dan pergi begitu saja dengan SANGAT CUEK. Dengan perasaan kesal akhirnya sy pun akhirnya pergi mendorong motor sampai rumah, sementara anak istri sy harus pulang naik kendaraan umum. Pesan sy TOLONG ITU MEKANIKNYA JAGA ATTITUDE DAN LEBIH MEMPERHATIKAN KONSUMEN!!! ||| + Tempat yg pas untuk penggemar motor klasik, service & spare parts juga ada. - tidak Ada tempat jual minuman /makanan kalo Hari sabtu. ||| Harga nya sangat jauh lebih mahal dengan bengkel besar yg lain, masa batok supra 125fi 1 set 500rb kirain ori ternyata merk nya winner, hati hati untuk konsumen dengan budget pas pasan kalau ke bengkel ini ||| Kawat kabel gas 40.000 ribu gak ada merek plastik putih tanpa cap mengerikan sekali 😱 asli kapok.;5;1;Tinggi
jabbar part service laptop bandung panggilan perbaikan laptop cimahi dan dapat ditunggu || jl purnawarman no 13 15;Jabbar Part - Service Laptop Bandung Panggilan, Perbaikan Laptop Cimahi, dan Dapat ditunggu;5;123;Jl. Purnawarman No.13 - 15;Kota Bandung;Servis Komputer;Jabbar Part Laptop ini sangat rekomendasi untuk kalian yang mau service laptop, tempatnya strategis, pelayanannya baik dan komunikatif sekali, terima kasih Jabbar Part Laptop 😊👍 ||| Alhamdulillah pelayanan na sangat memuaskan, ramah, sopan selalu memberikan solusi yg tepat ketika laptop bermasalah. Top pokok nya sdh jd langganan ||| Tempat service laptop yang super duper good service, cepet pengerjaanya, jujur dan ngasih solusi terbaik sesuai budget yang ada, komunikatif dan sangat membantu. Ramah dan harganya ramah di kantong. Rekomendasi tempat service laptop banget apalagi buat mahasiswa. ||| mantap pelayanan di sini sangat bagus, dan pengerjaannya sangat teliti dan jujur ||| Berkali-kali service di sini sampai bawa banyak banget temen dari jaman kuliah buat service di sini. Gausah diraguin lagi ya guys, amanah banget;5;1;Tinggi
jacky las karbit listrik || jl ibrahim adjie gg h kurdi;Jacky Las Karbit & Listrik;5;1;Jl. Ibrahim Adjie Gg. H. Kurdi;Kota Bandung;Tukang Las;Pernah las didiami lumayan rapuh tukang nya ramah suka bercanda juga;1;1;Rendah
jagoan computer jual beli service laptop || bec mall lt 2 blok y10 lt 1 blok t19 jl purnawarman no 3 rw 15;JAGOAN COMPUTER (Jual Beli & Service Laptop);4,9;41;BEC MALL LT.2 BLOK Y10 & LT.1 BLOK T19, Jl. Purnawarman No.3, RW.15;Kota Bandung;Toko Komputer;Aku kemarin beli laptop second disini. kondisinya bagus banget dan terjamin dikasih garansi toko. Dapet banyak bonus kaya tas mouse mousepad sama keyboard protector. Thx jagoaan🫰 ||| alhamdulillah hatur nuhuun jagoan computer, laptop saya lemot bangeet di upgrade ssd sama pa ade tekhnisi ter baik langsung gacoor. didiskon deui madep hatur nuhuun jaya selalu 🔥👌🏻 ||| pelayanan jos dan cepat, semoga tidak ada kendala lagi .. service memuaskan .. ||| Pelayanan sangat baik, harga murah dikasih potongab jugaa, terima kasih jagoan computer ||| Pelayanan sangat amat josss, ramah ramah dan ga sungkan untuk jelaskan semua hal ttg alat elektronik apalagi laptop yang sebenernya aku sndiri ga terlalu paham;5;1;Tinggi
jakartanotebook bandung || cicadas gateway apartment ruko jl a yani no 669 kel;Jakartanotebook Bandung;4,6;3366;Cicadas Gateway Apartment Ruko, Jl. A. Yani No.669 Kel;Kota Bandung;Toko Komputer;Sudah sering belanja disini 50x lebih. Alasan utama harga lebih murah dari Ecommerce terkenal & bisa langsung diambil alias free ongkir. Bisa juga nitip beli dari jakarta/PO cuma sehari, free ongkir ||| Pelayanan sat set, produknya inovatif, harga gak usah di tanya udah pasti paling murah, AC nya dingin bgt. ||| Tempat nya enak buat nunggu, pelayanan nya ramah banget kalo bingung langsung diarahin, barang juga lengkap 🙌 ||| Kebutuhan barang cukup lengkap dan pelayanannya juga ramah, harus buat dulu akun tapi mudah karna dibantu oleh tim jakartanotebook Terimakasih ||| Baru pertama kali belanja di Jaknot bandung, biasanya belanja di Jaknot benhil. Pelayanan ramah dan tempatnya juga luas. Goodjob Jaknot Bandung;5;1;Tinggi
jasa instal jual software pc leptop aplikasi depan itb || URL:ChIJYWLpzGznaC4RB3b_6Zc0-hg;Jasa Instal Jual Software PC &Leptop , Aplikasi,Depan ITB;3,9;10;;Kota Bandung;Toko Komputer;Alhamdulillah amanah di tinggal 1 hari untuk upgrade windows, aman dan bisa di ajak diskusi soal kebutuhan leptop kita, ngasih saran yang jelas dan menyeluruh, apl juga lumayan lengkap. Makasih ya kang, rekomendasi banget,, 👍👍👍👍👍 ||| Klo sekarang masih buka diarea situ ga? ||| Apakah sekarang masih ada tidak ya kak? ||| hanya saran saja untuk pelayanannya kurang baik, saya whatsapp hanya di read saja. tolong perbaiki servicenya ya agar bisnisnya tetap lancar dan lebih baik lagi. Terima kasih ||| Masih jual software di depan ITB apa sudah pindah ya,td kesana cari tidak ada;5;-1;Tinggi
jasa prima rental motor dan mobil bandung || jl dr djunjunan no 103;Jasa Prima Rental Motor Dan Mobil Bandung;3,1;200;Jl. Dr. Djunjunan No.103;Kota Bandung;Penyewaan Sepeda Motor;dari sekian ratus org yg kasi bintang 1,2,3 mungkin jasa prima sdh memperbaiki segala kekurangannya. saya kasih bintang 5 krn motor Lexy yg saya sewa di bulan desember benar2 prima dan bagus, helm tidak bau, mesin oke halus aman tdk ada kendala apapun, sdh incl 2 helm dan 2 jashujan plastik. ada biaya tambahan jika diantar >5KM dan jika lewat jam sewa. bagi saya tdk masalah krn yg namanya sewa ya spt itu....buat kalian yg mau sewa jgn bandingin hrga sama harga di Jateng pokoknya, ini Bandung bosss hrga sewa segitu wajar ||| Setelah dibandung cari rental motor kesana kemari akhir nya Nemu. Motor yg disewa Mio gear, harga 120 rb, proses nya nggk ribet cukup jamin KTP dan SIM aja. Meskipun diperjalanan mengalami bocor ban, dipompa ternyata kempes, pas dicek ternyata ban nya ketusuk tusuk gigi, dan ditambal. Aman..yg punya rental nya pun ramah2 juga ||| Pelayanan ga jelas, anter jemput mobilnya lama, hampir ketinggalan kereta. Ga fast response. Harga dinaikkan tiba tiba. Unit mobil juga tidak layak pakai, dan tidak ada STNK. SANGAT TIDAK RECOMMEND! ||| Spion kiri kanan beda, motor tidak layak pakai. Penyewaan motor 5 hari. Motor di hari ke 2 ban bocor halus dikarenakan ban yg kotor. Hari ke 4 motor rusak dikarenakan turun mesin. Motor ga bisa nyala sama sekali. Kurir siap membantu, tapi tidak dengan admin. Admin tidak merespon hingga sejam lamanya, kami sudah menunggu di bengkel karena infonya harus menunggu persetujuan admin dan chat grup baru dana bisa di reimburse. Untuk teman teman yang mau nyewa motor karna liburan mending jangan pakai jasa ini, karna banyak waktu yang terbuang untuk merenovasi motor, waktu liburan terbuang dan motor sangat tidak user friendly. Seandainy admin bisa merespon dan membantu mungkin hal seperti ini tidak terjadi. ||| pengalaman yg sangat buruk, dari unit yg kurang memadai, kterlambatan kurir saat mengantar atau mengambil kendaraan, sehingga tiket kereta kami hampir hangus, sangat sangat snagat tidak recommended;5;-1;Tinggi
jasob komputer servis komputer laptop || jl desa cipadung no 2 rt 02 rw 13;Jasob Komputer (Servis Komputer/Laptop);5;100;Jl. Desa Cipadung No.2, RT.02/RW.13;Kota Bandung;Servis Komputer;Service terpercaya dan bisa juga jual beli laptop mau tuker dan tambah juga bisa mantap banget pelayanan nya seperpatnya terpercaya ||| Service laptop paling sat set, telaten dan hasilnya memuaskan... Ownernya juga ramah bgttt dan komunikatif, penjelasan ttg kondisi masalah laptopnya juga sangat detail. Ngga usah ragu untuk service disini...sangat bisa diandalkan utk masalah elektronik... 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 ||| Makasih banyak kakak , pokonya rekom banget servis disini mah . Yang layanin juga baik banget . Makasih kak sukses selalu ||| Alhamdulillah selalu berlangganan untuk perbaikan laptop dan selalu amanah. Ajzkh mugia lancar dan barokah. Amiin ||| Alhamdulillah, PC kembali normal.. Pelayanan sangat baik, ramah, amanah, tepat waktu.. Selalu merekomendasikan part terbaik menyesuaikan budget kita 😅😁, lancar barokah trs buat JASOB KOMPUTER 🙏🏻🙏🏻🙏🏻;5;1;Tinggi
jatihandap motor || jl h saodah no 147 rt 2 rw 08;Jatihandap Motor;4,1;8;Jl. H. Saodah No.147, RT.2/RW.08;Kota Bandung;Bengkel Sepeda Motor;mantap pokonya suka di kasih rujak ||| Murah, cepat.. tentunya profesional.. recomended untuk orang2 bandung nih.. ||| Nice place and cheap;3;1;Tinggi
jawara bengkel motor cortex || jl surapati no 86;Jawara Bengkel Motor / Cortex;4,5;15;Jl. Surapati No.86;Kota Bandung;Bengkel Sepeda Motor;Terimakasih om . MTR saya kembali normal . Udah cape bulak balik bengkel .. Sembuh nya di jawara mtr .. Sukses bengkel ny om 🙏 ||| Mantap ... Ga kecewa masukk ke bengkell ini thx gan .. sukses selaluu ||| gasssss ajaaaaa duluuuu ||| Hamdalah satri saya beres .. part suzukiny kumplitin lagi pak ||| Mantapp... Gan langganan;5;1;Tinggi
jay car audio bandung || jl ciliwung dalam no 7;JAY CAR AUDIO BANDUNG;5;2;Jl. Ciliwung Dalam No.7;Kota Bandung;Toko Audio Mobil;Mantap...jaya selalu jay car audio ||| Terbaik pasang AudioCar nya rapi,pemasangan cctv nya teliti,pegawai nya sopan. saya puas banget meski harus jauh2 datang ke JAY CAR AUDIO. Terimakasih bang;2;1;Sedang
jaya abadi motor || jl ah nasution no 123a;Jaya Abadi Motor;4,5;56;Jl. AH. Nasution No.123A;Kota Bandung;Bengkel Sepeda Motor;Lokasi strategis, pengerjaan juga oke, cuma ya begitu setiap teknisi pasti beda cara servis nya, untuk saat ini oke oke aja, dan semua masalah bisa teratasi. ||| Beli ass pully katanya ori ,,eh malah di kasih ckd ,,mahal pula 170rb untuk harga ckd/kw ..tau gtu beli yang lokal 🫠 ||| pelayanan nya jelek setiap nanya part motor yang dibutuhkan dijawabnya judes mekanik nya juga sama aja judes kalo punya masalah pribadi gausah dibawa pas lagi kerja atau terapi dulu gih buat org org sana siapa tau punya masalah mental ||| Alhamdulilah terbantu sekali, ketika servise memuaskan ||| Bengkel yg recomended utk area bandung timur, pemiliknya sangat ramah dan baik hati. Sparepart murah dibanding bengkel lainnya. Pelayanan sangat memuaskan..... Smoga makin sukses bengkelnya;5;1;Tinggi
jaya bandung computer || ruko segitiga mas jln a yani no 221 223 blok c no 7 komplek segitiga mas;Jaya Bandung Computer;4,8;25;Ruko Segitiga Mas Jln.A.Yani No 221-223 Blok C No.7, Komplek Segitiga Mas;Kota Bandung;Toko Komputer;"Beli adaptor, batere, keybord utk laptop disini aja murah dan bergaransi terima kasi kang andri atas kopinya.. ||| Disini Menjual Sparepart Laptop.. Adaptor / Charger.. Battery.. Keyboard.. Layar Led Dan Lcd.. Recomended Banget buat agan yang mau ganti sparepart laptop nya ||| Harga boleh beesaing di toko"" Lain kualitas ok ||| Untuk pelayanan ga usah di ragukan ||| Service body laptop yang retak dan kemasukan air minum thumbler, bisa diperbaiki di sini. Pelayanannya juga sangat baik dan cepat. Kualitas perbaikannya juga oke. Akang Tetehnya juga baik baik.";5;1;Tinggi
jaya bor bandung || jl dr djungjunan dalam 4 pasteur belakang griya pasteur;Jaya Bor Bandung;5;4;Jl.Dr.DJungjunan Dalam 4, Pasteur, Belakang Griya Pasteur;Kota Bandung;Bengkel Mesin Diesel;Thanks Bos buat hasil nya😊 ||| Makasih Bang buat settingan Mesin nya, Mantappp 👍😊 ||| Penanganan oprasinya cepat gecep;3;1;Tinggi
jaya knalpot || jl raya kopo no 263;JAYA KNALPOT;5;3;Jl. Raya Kopo No.263;Kota Bandung;Bengkel Mobil;Las knalpot recomended ||| Tempat nya recommended bapa nya baik dan ramah ||| Pemasangan rapih dan cepat cocok buat anak muda yg suka bobok buat knalpot RACING;3;1;Tinggi
jaya motor katapang || jl katapang no 4;Jaya Motor Katapang;4,4;186;Jl. Katapang No.4;Kota Bandung;Toko Ban;"Tempat nya emang nyempil, tapi pilihan ban motor na lengkap. Nyari corsa s123, eh nemunya disini. Recomended pokoknya kalau mau beli ban motor ||| Saya survey keliling kota bandung untuk mencari tahu harga ban tubeless untuk motor Saya. Setelah Saya dapat harga di P****t B*n, Saya teringat masa lalu ketika masih muda, apapun itu jika mengenai ban motor datang saja ke Ketapang. Akhirnya Saya survey salah satu toko ban di sana. Karena dlu mereka berjaya untuk urusan ban motor. Setelah menanyakan ban yang paling murah, entah memang harga untuk Saya atau bagaimana. Harga ban yg paling murah mereka yang biasa merk Co**a 1 set, lebih mahal dibandingkan harga ban dual purpose di Pl***t B*n. OMG! Saya bilang, ""Terima Kasih Pak, nuhu n"". Dan Pergi tidak ada minat seumur hidup untuk pergi ke toko itu lagi. Saya lihat sekarang toko ban disana sepi. Mungkin salah satunya karena pengalaman seperti yang Saya alami ini. Bertahun tahun terus berakumulasi. Mungkin tidak semua, toko disana seperti itu. Tapi, Saya sudah tidak ada minat lagi ke sana. Selama ada Pl***t B*n yang MAMPU menawarkan sesuatu yang lebih baik. Tapi untuk pelayanan mereka ramah, terutama mekaniknya mau menjelaskan dengan baik dan sopan. Akhirnya Saya membeli ban dual purpose di Pl***t B*n dengan harga jauh dibawah ban yg paling murah di toko jl. Ketapang tersebut. Dengan ban yang sama bisa beda 200 ribu an!!! Entah karena harga untuk Saya atau bagaimana... Semoga mereka mau memperbaiki layanan mereka terutama masalah harga. Aamiin ||| Saya lagi nyari ban belakang tubeless 100/80 selain merk AHS , uda ke planet ban beberapa cabang dan ke beberapa bengkel kenalan tapi kosong. Dapetnya di Jaya Motor Katapang , itupun sisa 1 yang di display ,merk Corsa harga 330k diskon lagi 250k, tambah 10k pentil dan free ongkos pasang. Yah menurut saya harganya lebih murah dari bengkel langganan yang biasa saya kunjungi. Harga oli gardan biasanya 22k disini hanya 18k. Iyah layak lah dilangganin. Buka senin- sabtu, kalo kesini sebaiknya sehabis dzuhur biar gak terlalu antri. Sukses terus Jaya Motor Ketapang. ||| Apa disini nerima velg bekas saya mau menjual ||| Terbaik pelayanannya ramah tteh yang layaninnya";5;1;Tinggi
jegeur ride || gg h jakaria rt 03 rw02;JEGEUR RIDE;5;8;Gg. H. Jakaria, RT.03 Rw02;Kota Bandung;Bengkel Sepeda Motor;Madepppp madeppp mandeppppppo ||| Good brad ||| Rekomen buat cari baju baju motor sama restorasi motor nya ||| Mantap barang barang nya, rekomendasi buat yang beli motor bekas sama bajau baju motor dan part ||| barang bekas berkualitas 👍👊;5;1;Tinggi
jevan motor || jl suniaraja no 130 a;Jevan Motor;4,3;184;Jl. Suniaraja No.130 A;Kota Bandung;Bengkel Sepeda Motor;Mekanik sepertinya handal Pelayanan bagus Harga standar . Saran: - handle grip kotor bekas servis > d bersihkan minimal sama dengan kondisi awal, lebih bersih lebih bagus - indikator mesin nyala > d pastikan kembali setelah servis, meminimalisir komplen ||| servis mesin bagian depan krn ada rembes oli, setelah beres pengerjaan ga bersih masih ada sisa oli jadi di titik tertentu, jadi ga bisa bedain masih rembes atau udh engga... tolong di perhatikan lagi untuk ke depannya dari segi kebersihan setelah beres pengerjaannya. krn untuk segi lokasi udh pas bgt dket ke tempat kerja, bisa servis motr di hari hari kerja ga harus nunggu libur kerja ||| Tempat service motor yang menurut saya jujur dan ahli di bidangnya, karena saya ada pendatang, sulit untuk menemukan tempat service yang jujur dan handal. Harga service yang murah serta penjelasan yang jelas untuk motor yang di service, pelayanannya oke dan yang service juga komunikatif. Sebaiknya kesini jangan siang hari, diatas jam 10 pagi sudah antri banyak motor. Jangan takut untuk baterai HP habis, karena di siapkan lemari khusus untuk charge HP. ||| Alhamdulillah pelayanan nya bagus. Saya kesini tanggal 8 Januari 2026. 10 menit lagi bengkel tutup tapi kokoh yg punya bengkelnya baik dan masih mau nyuruh mekaniknya ganti kabel kilometer saya ||| Pelayanan sangat baik dan cepat, motor yang mau di service dikasih nomor jadi bener-bener urut pengerjaannya sesuai nomor antrian.;5;1;Tinggi
jiwalu com || balubur town square lantai 1 blok b 11 jalan tamansari;Jiwalu.com;4,1;22;Balubur Town Square Lantai 1 Blok B-11, Jalan Tamansari;Kota Bandung;Toko Aksesori Komputer;The best store!! Pemiliknya ramah, harganya murah 👍👍 produknya lengkap ||| Cocok utk penggunaan kuota banyak, murmer! ||| Accesoris kuota simcard paling bgs dan murah ||| Walau hanya karena miskom terkait pembelian orbit telkomsel, namun pegawainya dengan sabar dan tulus memberi arahan sampai orbit yang saya beli dapat saya gunakan dengan semestinya. Terimakasih atas layanan yang diberikan ||| Di google bilangnya service center bardi, begitu datang buat coba servis ternyata gak bisa, aneh banget;5;1;Tinggi
