"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Sate Jando Taman Gempol","4.9","69","Jl. Sultan Tirtayasa","Kota Bandung","Jawa Barat","ID",,"","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Jando%20Taman%20Gempol&query_place_id=ChIJwWdjrlfnaC4RPu59Mb7sJ8s","Pujasera"
"Warung Mas Acong Sate Ane-Ane Cisangkuy","4.5","467","Jl. Cisangkuy No.56","Kota Bandung","Jawa Barat","ID",,"+62 858-8810-0588","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Mas%20Acong%20Sate%20Ane-Ane%20Cisangkuy&query_place_id=ChIJl6IZr0zmaC4RAblaUYdfTeE","Restoran Sate"
"Sate Hadori (Pusat)","4.5","2875","Terminal St.Hall, Dalam, Jl. Stasiun Barat Selatan No.11-12, RW.12","Kota Bandung","Jawa Barat","ID","https://instagram.com/satehadoribandung?igshid=MzRlODBiNWFlZA==","+62 821-2134-5167","Restoran Sate","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Hadori%20(Pusat)&query_place_id=ChIJP1BNYjzmaC4RybjaJJHFqJg","Restoran Sate"
"Youn's Coffee Nook","5","24","Jl. Tamansari No.73","Kota Bandung","Jawa Barat","ID","https://linktr.ee/younscoffenook","+62 878-1760-5204","Kedai Kopi","Toko Makanan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Youn's%20Coffee%20Nook&query_place_id=ChIJ9QenyrfnaC4R_ukxEP5H1Q4","Kedai Kopi"
"Sate Ayu Imam Bonjol","4.4","92","Jl. Imam Bonjol No.6","Kota Bandung","Jawa Barat","ID",,"+62 813-2297-7940","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Ayu%20Imam%20Bonjol&query_place_id=ChIJHc6tY1HmaC4RG96WOaR1fsE","Restoran Sate"
"Sate Solo PAK SURIP 2","4.2","164","Jl. Khp Hasan Mustopa No.112","Kota Bandung","Jawa Barat","ID",,"+62 853-1589-9702","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Solo%20PAK%20SURIP%202&query_place_id=ChIJ2bLd9r3naC4RBXGCnbXT5oM","Restoran Sate"
"Waroeng Sate Pak Gito Bandung","4.8","157","Jl. Taman Cibeunying Utara","Kota Bandung","Jawa Barat","ID",,"+62 857-5969-6303","Restoran Sate","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Waroeng%20Sate%20Pak%20Gito%20Bandung&query_place_id=ChIJ7bvNNAPnaC4RGeXmR0zUil8","Restoran Sate"
"Warung Sate Sidareja Pak Gino","4.5","3327","Jl. Sunda No.76","Kota Bandung","Jawa Barat","ID",,"+62 22 4222532","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Sidareja%20Pak%20Gino&query_place_id=ChIJdYdvYjLmaC4RTsVM2baqrZg","Restoran Sate"
"Sate Tegal Pa Kusno","4.3","576","98, Jl. Khp Hasan Mustopa No.96","Kota Bandung","Jawa Barat","ID","http://instagram.com/satepakkusno","","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Tegal%20Pa%20Kusno&query_place_id=ChIJIS1j7L3naC4RcGCs1zYp3nM","Restoran Sate"
"Sate Jando Bandung","4.6","22","Jl. Diponegoro","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Jando%20Bandung&query_place_id=ChIJics1R43naC4RwqC_9CJm-4I","Kedai Sarapan & Makan Siang"
"Sate Pak Kumis 999","4.2","778","Jl. Ir. H. Juanda No.462","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/p/CRY9nRoJP5W/?utm_medium=copy_link","+62 22 2533425","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Pak%20Kumis%20999&query_place_id=ChIJ1XxiI-DmaC4Rwz35x3gmysk","Restoran Sate"
"Waroeng Sate Kardjan","4.5","1715","Jl. Pasir Kaliki No.32","Kota Bandung","Jawa Barat","ID",,"+62 815-1756-9256","Restoran Keluarga","Restoran Sate",,,,,,,"https://www.google.com/maps/search/?api=1&query=Waroeng%20Sate%20Kardjan&query_place_id=ChIJBfCJBGrmaC4RvZMs3DEASas","Restoran Keluarga"
"Sate Khas Abah Asli","4.6","1432","Jl. Taman Cibeunying Utara No.24","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/satekhasabah.asli","+62 813-1234-7676","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Khas%20Abah%20Asli&query_place_id=ChIJy7jyAbnnaC4RSD53PqGP04c","Restoran"
"Warung Sate HM Harris","4.5","5570","Jl. Asia Afrika No.155","Kota Bandung","Jawa Barat","ID",,"+62 22 4220717","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20HM%20Harris&query_place_id=ChIJT5aRFS_maC4RXxljCTxc9_4","Restoran Sate"
"RM Padang Maju Jaya","4.5","232","Jl. Sederhana No.29","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20Padang%20Maju%20Jaya&query_place_id=ChIJF1Hwj13maC4RMIHyS1Fkq0Q","Restoran Padang"
"Sate Dan Gule Pak Mino","4.7","791","Jl. Cisanggarung No.11","Kota Bandung","Jawa Barat","ID",,"+62 813-2264-2203","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Dan%20Gule%20Pak%20Mino&query_place_id=ChIJf8TbO0vmaC4RpFEB19hvzkg","Restoran Sate"
"Restoran Sederhana Setiabudi Bandung","4.5","1400","Jl. Dr. Setiabudi No.55","Kota Bandung","Jawa Barat","ID","https://rajafa.com/food&beverage.html","+62 813-1257-7115","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Restoran%20Sederhana%20Setiabudi%20Bandung&query_place_id=ChIJ1VF3YvTmaC4RH-47Ox5ITyU","Restoran Padang"
"Warung Sate Bu Ngantuk","4.6","1086","Jl. Ranca Bentang III","Kota Bandung","Jawa Barat","ID","https://api.whatsapp.com/send/?phone=6282240776180","+62 838-2041-6211","Restoran Sate","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Bu%20Ngantuk&query_place_id=ChIJ6e8expjnaC4RAmL5Jr1X6Gs","Restoran Sate"
"Sate Maranggi Engkoh Haji","4.6","2437","Jl. Surapati No.59","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/satemaranggiengkohhaji","+62 856-2224-440","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Maranggi%20Engkoh%20Haji&query_place_id=ChIJ6WVeHR3naC4Re8-PTzq43lY","Restoran Sate"
"RM. Pagi Sore Bandung, dago","4.3","363","Jl. Ir. H. Juanda No.460","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20Pagi%20Sore%20Bandung%2C%20dago&query_place_id=ChIJ3b9MewvnaC4Ry1s0rWI1Y6U","Restoran"
"Restoran Simpang Raya Bandung","4.3","1526","Jl. Dr. Djunjunan No.182","Kota Bandung","Jawa Barat","ID","https://simpangraya.co.id/","+62 856-9490-0646","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Restoran%20Simpang%20Raya%20Bandung&query_place_id=ChIJiS_0sHzmaC4Rz_5C1fRTLRc","Restoran Padang"
"Warung Sate Solo Pak Sidik 3","4.6","325","Jl. Khp Hasan Mustopa No.1","Kota Bandung","Jawa Barat","ID",,"+62 821-1551-1511","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Solo%20Pak%20Sidik%203&query_place_id=ChIJhUpolbrnaC4R9ed_FBZgMeY","Restoran Sate"
"Restoran Sederhana Pasteur","4.5","3616","Jl. Dr. Djunjunan No.120","Kota Bandung","Jawa Barat","ID","https://rajafa.com/food&beverage.html","+62 811-2236-147","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Restoran%20Sederhana%20Pasteur&query_place_id=ChIJ219Md2TmaC4RYXYyUYkE8MY","Restoran Padang"
"Cuanki kriuk","5","2","Jl. Karang Tinggal Dalam, Gg. Rukanta Kel No.14, RT.02/RW.11","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20kriuk&query_place_id=ChIJdX3NZ4HnaC4R7jSTeyx8Nho","Restoran"
"Spesial Cuanki Titwoo",,,"Jl. Tikukur No.2","Kota Bandung","Jawa Barat","ID",,"+62 821-1623-3319","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spesial%20Cuanki%20Titwoo&query_place_id=ChIJQ3zCWLLnaC4Rp-u6VDGRDgE","Restoran Indonesia"
"BAKSO CUANKI REBORN SAMBAL HEJO",,,"Jl. Gagak No.81","Kota Bandung","Jawa Barat","ID",,"+62 851-9923-4475","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAKSO%20CUANKI%20REBORN%20SAMBAL%20HEJO&query_place_id=ChIJowBkMQDnaC4RgGxBMw1m-2g","Restoran Bakso"
"Sate Jando Gasibu Bandung","4.6","4145","Jl. Cilaki No.53","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Jando%20Gasibu%20Bandung&query_place_id=ChIJx-UUCUvmaC4RtdhqK2iiPAQ","Restoran Sate"
"Cuanki sadulur pesanan/kawinanan acara dll,,",,,"Jl. Dr. Setiabudi No.38","Kota Bandung","Jawa Barat","ID",,"+62 821-2065-6601","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20sadulur%20pesanan%2Fkawinanan%20acara%20dll%2C%2C&query_place_id=ChIJaeJrVGXnaC4RF1FbnMW-ryI","Toko Makanan"
"Baso cuanki tom","5","1","Jl. Cihampelas No.248","Kota Bandung","Jawa Barat","ID",,"+62 821-2729-5202","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20cuanki%20tom&query_place_id=ChIJxQHBU9LnaC4RB3U758ThFcs","Rumah Makan"
"cuanki mangkok hitam pusdai","4","1","3JXG+WPQ, Jl. Pusdai","Kota Bandung","Jawa Barat","ID",,"+62 822-9834-3702","Pengiriman Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=cuanki%20mangkok%20hitam%20pusdai&query_place_id=ChIJH-zqlKrnaC4Rc4Cx96ePnZg","Pengiriman Makanan"
"cuankibandung",,,"4H8R+HMP, Jl. Karang Tineung Indah, RT.:08 Rw:01/RW.No.51","Kota Bandung","Jawa Barat","ID",,"+62 853-1423-3915","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=cuankibandung&query_place_id=ChIJKdtV5vfnaC4RTBAEU8N7_sQ","Toko Makanan"
"BASO CUANKI MANG ADE","4.5","2","Jl. Cipaganti No.85","Kota Bandung","Jawa Barat","ID",,"+62 823-1896-5804","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BASO%20CUANKI%20MANG%20ADE&query_place_id=ChIJtZywfwDnaC4RHSuFMuiRv9A","Restoran"
"Cuanki 88 Bunda Uyan","5","1","Jl. Diponegoro","Kota Bandung","Jawa Barat","ID",,"+62 838-2212-8535","Warung Makanan Kecil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%2088%20Bunda%20Uyan&query_place_id=ChIJFY-up87naC4R3oQ_gBkq9I0","Warung Makanan Kecil"
"Bakso Cuanki","5","1","Jl. Padasuka No.47 A","Kota Bandung","Jawa Barat","ID",,"","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Cuanki&query_place_id=ChIJndctWwDnaC4REiC9uRELUgM","Pujasera"
"Cuanki mang bray","5","6","depan indomaret, 12, Jl. Cikutra Barat No.17","Kota Bandung","Jawa Barat","ID",,"+62 821-2018-3438","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20mang%20bray&query_place_id=ChIJ37uJ2PrnaC4RndeJpQhwFPk","Restoran"
"CUANKI BOGA RASA kang anang","5","6","4J86+R67, Jl. Sangkuriang","Kota Bandung","Jawa Barat","ID",,"+62 813-9433-5644","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=CUANKI%20BOGA%20RASA%20kang%20anang&query_place_id=ChIJ64eh48LnaC4RIpWFMyRMWP0","Restoran"
"Mie & Cuanki Irama","4.4","69","Jalan Sukajadi ( Taman Abo - Sebelum PVJ Mall - Depan RS Hasan Sadikin","Kota Bandung","Jawa Barat","ID","http://instagram.com/mie.cuanki.irama","+62 877-3777-1775","Restoran Mie","Restoran Bakso","Kafe","Rumah Makan",,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20%26%20Cuanki%20Irama&query_place_id=ChIJI8F7wPzmaC4R8HBQoobpCfI","Restoran Mie"
"Cuanki Mboii","5","1","Jl. Dr. Djunjunan No.126-128","Kota Bandung","Jawa Barat","ID",,"","Restoran Asia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Mboii&query_place_id=ChIJ3UYLJgDnaC4R7lN048s147g","Restoran Asia"
"Cuanki Sumber Rezeki","3.7","6","4H4M+8PH, Jl. Sukawarna","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Sumber%20Rezeki&query_place_id=ChIJG46KM9znaC4RSJ29pBjvplU","Kedai Sarapan & Makan Siang"
"Cuanki Urat Gimbal Pahlawan",,,"Jl cikutra, seberang taman makam pahlawan (depan ruko Collony","Kabupaten Bandung","Jawa Barat","ID",,"+62 817-1720-1987","Warung Makanan Kecil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Urat%20Gimbal%20Pahlawan&query_place_id=ChIJQ0tecjnnaC4RUYzuPMSZyYM","Warung Makanan Kecil"
"Cuanki mang jali","4.9","18","Jl. Haji Yasin No.23","Kota Bandung","Jawa Barat","ID",,"+62 853-1704-6270","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20mang%20jali&query_place_id=ChIJx-as3jbnaC4R7WtTpk4RwZ8","Restoran"
"Baso cuanki shaqila rahayu","5","2","Baso cuanki shaqila rahayu, Gg. Sukajadi 1 No.439","Kota Bandung","Jawa Barat","ID",,"+62 813-1898-0698","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20cuanki%20shaqila%20rahayu&query_place_id=ChIJvwoFEbHnaC4RJLaKj-4VARs","Restoran Mie"
"Baso Cuanki Ciyen","5","6","4J3X+FF5, Gg. Sawah Baru II","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Cuanki%20Ciyen&query_place_id=ChIJDQzKfQDnaC4RRHFh-4M429A","Kedai Sarapan & Makan Siang"
"Yan Bakso Solo","4.3","239","Jl. Tubagus Ismail No.12a, RW.01","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Yan%20Bakso%20Solo&query_place_id=ChIJ6RsP0vjmaC4Rqh45ZZMxVy0","Restoran Bakso"
"Baso Sulanjana Mas Rodli","4.6","360","Jl. Sulanjana No.28","Kota Bandung","Jawa Barat","ID",,"+62 895-1570-4969","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Sulanjana%20Mas%20Rodli&query_place_id=ChIJjz2PNhHnaC4RNMJy88hTcJs","Restoran Bakso"
"Bakso Makmur Jannah","4.4","664","Jl. Tubagus Ismail - Depan No.79-78","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/baksomakmurjannah","+62 896-5413-2956","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Makmur%20Jannah&query_place_id=ChIJQRS5FwDnaC4RtSkRh4QBOYs","Restoran Bakso"
"Mie Bakso Mas Parto","4.7","172","Jl. Cibarengkok No.101","Kota Bandung","Jawa Barat","ID",,"+62 811-2349-123","Restoran Bakso","Rumah Makan","Restoran Mie",,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Bakso%20Mas%20Parto&query_place_id=ChIJP7GrTGbmaC4Rr5NrLSbdso0","Restoran Bakso"
"Bakso iga Mas Tole sess","4.7","164","Jl. Terusan Mulyasari No.02","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie","Restoran Bakso","Rumah Makan",,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20iga%20Mas%20Tole%20sess&query_place_id=ChIJj30PCGLmaC4RbxV-k11n8h4","Restoran Mie"
"Bakso Pandawa - Gegerkalong","4.5","44","Jl. Gegerkalong Girang No.41, RT.06/RW.03","Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@baksopandawa01?_r=1&_t=ZS-94oNXyQ11c5","+62 821-2321-1102","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Pandawa%20-%20Gegerkalong&query_place_id=ChIJhTogUADnaC4RMxh_lSV7Tqo","Restoran Bakso"
"Baso tetelan mastom","4.6","121","Jl. Terusan Babakan Jeruk IV No.34","Kota Bandung","Jawa Barat","ID",,"+62 811-2253-051","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20tetelan%20mastom&query_place_id=ChIJaQ_ZxofmaC4RzfN5YFJzRXI","Restoran Bakso"
"MIE BASO RESTORJA DO'EL","4.7","530","Jalan Geger Kalong Girang No.65 Isola","Kota Bandung","Jawa Barat","ID","https://gofood.link/u/kxOkLw","+62 857-9812-6997","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MIE%20BASO%20RESTORJA%20DO'EL&query_place_id=ChIJr2NRRrzmaC4RpPs-lIm4l2E","Restoran Mie"
"Sate Ayam Madura Mah Iki","1","1","4M2Q+P2M","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Ayam%20Madura%20Mah%20Iki&query_place_id=ChIJoQrrMADdaC4RPq7ACsUkr2U","Restoran Indonesia"
"Warung Makan Sate Madura Asli","2","2","Depan Museum UPI, Jl. Dr. Setiabudi","Kota Bandung","Jawa Barat","ID",,"+62 877-0065-5598","Warung Makanan Kecil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Makan%20Sate%20Madura%20Asli&query_place_id=ChIJWT3OFZvnaC4RR6ui5I9gTEU","Warung Makanan Kecil"
"Mie Bakso Condong Raos","4.1","204","Jl. Gegerkalong Tengah","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Bakso%20Condong%20Raos&query_place_id=ChIJ5V9Ae5bmaC4RCJHddnVyYmg","Restoran Bakso"
"Bakso Malang Enggal","4.4","3474","Jl. Dr. Djunjunan Jl. Pajajaran No.78","Kota Bandung","Jawa Barat","ID",,"+62 812-1242-3906","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Malang%20Enggal&query_place_id=ChIJ6zygB0PmaC4RDK1GaNf5uOM","Restoran Bakso"
"Soto Madura dan Sate Cak Herman","3.7","3","Jl. Ir. H. Juanda No.358","Kota Bandung","Jawa Barat","ID",,"+62 877-7977-7389","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Madura%20dan%20Sate%20Cak%20Herman&query_place_id=ChIJiwZlWRnnaC4Rbu6c3pBxuio","Restoran Indonesia"
"Bakso Solo Condong Raos","4.3","847","4H4M+8RJ, Gg. Sukawarna II","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Solo%20Condong%20Raos&query_place_id=ChIJ8U43f3zmaC4Rli8IfsOvOd8","Restoran Bakso"
"Sate Madura Segitiga",,,"4H3W+GX3, Jl. Prof. Eyckman","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Segitiga&query_place_id=ChIJyZQWjGfmaC4RBMJSx6sEhbk","Restoran"
"SATE AYAM KAMBING DAN SAPI MADURA","5","2","4J3G+H2M, Jl. Sadang Saip","Kota Bandung","Jawa Barat","ID",,"+62 888-0222-3475","Dapur Umum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SATE%20AYAM%20KAMBING%20DAN%20SAPI%20MADURA&query_place_id=ChIJ70rnQwDnaC4RLzNuaNVCSwM","Dapur Umum"
"Madura Sate Dan Soto","2","1","Jl. Gegerkalong Girang No.139","Kota Bandung","Jawa Barat","ID",,"","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Madura%20Sate%20Dan%20Soto&query_place_id=ChIJw3dLqrzmaC4RfT_8gnuOZgU","Pujasera"
"Sate Ayam Madura Cak Rois","4.9","7","Jl. Sidomukti No.57","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Ayam%20Madura%20Cak%20Rois&query_place_id=ChIJnTgtkiDnaC4Rp5jcsYWQW0k","Restoran Indonesia"
"Sate Madura Rasa",,,"Jl. Geger Kalong Girang No.15","Kota Bandung","Jawa Barat","ID",,"+62 22 91960660","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Rasa&query_place_id=ChIJf4PIqJbmaC4RC28sVd77nLA","Restoran Sate"
"Sate Wakacau","2.9","109","4J78+232, Jl. Raden Patah","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Wakacau&query_place_id=ChIJtTDbH8_naC4R8537izMaqm8","Restoran Sate"
"Soto lamongan","4.3","3","4HQP+3HF, Jl. Gegerkalong Girang","Kota Bandung","Jawa Barat","ID",,"+62 823-1291-8808","Restoran Indonesia","Restoran Soto Ayam",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20lamongan&query_place_id=ChIJc4yLdALnaC4RlF-RBo_Dhf0","Restoran Indonesia"
"Soto Ayam& Sulung Madura Cak Hery","4","18","Jl. Sukajadi No.234","Kota Bandung","Jawa Barat","ID",,"+62 877-0191-0144","Restoran Soto Ayam","Pujasera",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%26%20Sulung%20Madura%20Cak%20Hery&query_place_id=ChIJOV-djY3maC4RynJ2Tba85cs","Restoran Soto Ayam"
"Soto Sulung Cak Marzuki","4.5","46","Jl. Sindang Sirna No.1","Kota Bandung","Jawa Barat","ID",,"+62 819-1000-6777","Restoran Jawa","Restoran Soto Ayam","Restoran soto",,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Sulung%20Cak%20Marzuki&query_place_id=ChIJudEYjY3maC4Rriun2EcqHa4","Restoran Jawa"
"Rumah Makan Padang BaBEDA","4.8","45","Jl. Dipati Ukur No.100","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20BaBEDA&query_place_id=ChIJsZ-HSwDnaC4Rcd_wKeZlbOI","Restoran Padang"
"Sate Pedas Mas Pepen","4.5","309","Jl. Terusan Cikutra Baru No.2","Kota Bandung","Jawa Barat","ID",,"+62 818-0999-5559","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Pedas%20Mas%20Pepen&query_place_id=ChIJoZ4RurznaC4R4U__TQRHRG0","Restoran Sate"
"Lontong Sayur Padang Dipati Ukur Bandung","4.7","138","Jl. Haur Pancuh","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang","Kedai Sarapan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Lontong%20Sayur%20Padang%20Dipati%20Ukur%20Bandung&query_place_id=ChIJK6_QhFPmaC4RhUgkioF7Mnk","Restoran Padang"
"Rajo Minang","4.5","125","Jl. Cihampelas No.105","Kota Bandung","Jawa Barat","ID","https://rajominang.id/","+62 816-4201-482","Restoran Padang","Rumah Makan","Restoran Halal","Restoran Indonesia",,,,,"https://www.google.com/maps/search/?api=1&query=Rajo%20Minang&query_place_id=ChIJqyVdqETmaC4Rjyamcs6adWU","Restoran Padang"
"Rumah Makan Cikutra Raya","4.3","261","Jl. Cikutra No.190","Kota Bandung","Jawa Barat","ID","https://apaaja.live/","+62 821-1804-1661","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Cikutra%20Raya&query_place_id=ChIJt-ctC73naC4RhZpz7p-QOyw","Restoran Padang"
"Pagi Sero (Masakan Padang)","4.8","79","Jl. Tubagus Ismail No.9","Kota Bandung","Jawa Barat","ID","https://linktr.ee/pagi_sero","+62 859-4209-1987","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pagi%20Sero%20(Masakan%20Padang)&query_place_id=ChIJO-OHJ0bnaC4RTxUjF2vXlOc","Restoran Padang"
"Dapur Minang Lima Saudara","4.6","528","Jl. Bagusrangin No.33","Kota Bandung","Jawa Barat","ID",,"+62 821-2583-9400","Kedai Sarapan & Makan Siang","Restoran Padang",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dapur%20Minang%20Lima%20Saudara&query_place_id=ChIJC3HxbFLmaC4ReT3JxQb2W-w","Kedai Sarapan & Makan Siang"
"Restoran Sederhana Masakan Padang","4.4","1569","Jl. Supratman No.41","Kota Bandung","Jawa Barat","ID",,"+62 811-2244-458","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Restoran%20Sederhana%20Masakan%20Padang&query_place_id=ChIJ8wW5ZbbnaC4RfYUqClquwUQ","Restoran Indonesia"
"The Heritage Kitchen & Gallery","4.6","1243","Jl. Dr. Setiabudi No.276A","Kota Bandung","Jawa Barat","ID",,"+62 22 32097171","Restoran Indonesia","Kafe","Kedai Kopi","Restoran Keluarga","Restoran","Gedung Pernikahan",,,"https://www.google.com/maps/search/?api=1&query=The%20Heritage%20Kitchen%20%26%20Gallery&query_place_id=ChIJ50FqHbnmaC4RGB6UFRYsKtg","Restoran Indonesia"
"Rumah Makan Padang Sari Banua","4.4","536","Jl. Jalaprang No.26","Kota Bandung","Jawa Barat","ID",,"+62 22 2500345","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20Sari%20Banua&query_place_id=ChIJaa8EJrDnaC4RdClYITimSo0","Restoran Padang"
"Padang SABTU MINGGU","4.7","152","Jl. Supratman No.45","Kota Bandung","Jawa Barat","ID",,"+62 821-2127-2172","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Padang%20SABTU%20MINGGU&query_place_id=ChIJfXTJSADnaC4RrOSm2EZpwqY","Restoran Padang"
"Mande Kanduang","4.2","222","Jl. Haur Pancuh No.76","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mande%20Kanduang&query_place_id=ChIJn-JbhFPmaC4R6LDRvkG7tr8","Restoran Padang"
