"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","url","categoryName"
"Warung Nasi - Ibu Ojoh","4.7","31","4M43+5X7, Jl. Ciparumpung","Kabupaten Bandung","Jawa Barat","ID",,"","Restoran Sunda","Rumah Makan","Warung nasi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20-%20Ibu%20Ojoh&query_place_id=ChIJ-QoWkprnaC4RQFahWg3yR9k","Restoran Sunda"
"HARUM MANIS Roti Dan Kue Padasuka Pasirlayung","4.4","9","Jl. Padasuka No.113","Kabupaten Bandung","Jawa Barat","ID",,"","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HARUM%20MANIS%20Roti%20Dan%20Kue%20Padasuka%20Pasirlayung&query_place_id=ChIJp_5XbQDnaC4Rlu7727V5jbM","Toko Roti"
"Mie Tarik Lanzhou Lamian","4.8","127","Jl. Surapati Core Jl. Anggrek Boulevard Blok K3","Kota Bandung","Jawa Barat","ID",,"+62 813-9283-3020","Restoran China","Restoran Halal",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Tarik%20Lanzhou%20Lamian&query_place_id=ChIJU3Z3gs3naC4RBBkj-xmpTEY","Restoran China"
"Kue Kering cemilanes","5","2","3MXF+9G7, Jl. Kertasari Desa Condong Jamanis Jl. Pasir Impun Barat, RT.3/RW.7","Kota Bandung","Jawa Barat","ID",,"+62 852-9472-7835","Toko Kue Kering",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kue%20Kering%20cemilanes&query_place_id=ChIJ8Xavk5vdaC4RCBpxkPRpywo","Toko Kue Kering"
"Berrydeliz | Toko Kue, Snack Box, Dan Aneka Pastry",,,"Komplek Suci Residence Ruko A-12","Kota Bandung","Jawa Barat","ID",,"+62 822-4656-7700","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Berrydeliz%20%7C%20Toko%20Kue%2C%20Snack%20Box%2C%20Dan%20Aneka%20Pastry&query_place_id=ChIJXzKycJPnaC4RNEl_kh1QMBA","Toko Kue"
"Kursus In Roti Bandung","5","3","Gang Rojali No.96, RT.02/RW.11","Kota Bandung","Jawa Barat","ID","https://instagram.com/kursus.inroti?igshid=YmMyMTA2M2Y=","+62 857-9383-8977","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kursus%20In%20Roti%20Bandung&query_place_id=ChIJY0yN78DdaC4RxXRvii1JpeI","Toko Roti"
"Thio Cookies","4.5","2","Jl. Atput II No.13","Kota Bandung","Jawa Barat","ID","https://m.tokopedia.com/thiocookies","+62 813-2457-2278","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Thio%20Cookies&query_place_id=ChIJ18pqPoznaC4Rigvz-POEHvE","Toko Kue"
"Kodai Plastik","4.9","17","Jl. Sukagalih No.77","Kota Bandung","Jawa Barat","ID",,"+62 821-6902-7220","Toko Peralatan dan Bahan Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kodai%20Plastik&query_place_id=ChIJV4dSm7DnaC4RFwWpu98F_2I","Toko Peralatan dan Bahan Kue"
"CHA kue",,,"Jl. H. Umar No.49","Kota Bandung","Jawa Barat","ID",,"+62 858-1048-0354","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CHA%20kue&query_place_id=ChIJhfMQ8JzdaC4RiqH0HSy-uhg","Toko Roti"
"Donat Mentari","4.2","473","09, Jl. Gn. Batu No.20","Kota Bandung","Jawa Barat","ID",,"+62 857-2112-8766","Toko Donat",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Donat%20Mentari&query_place_id=ChIJO9tng9LlaC4RtnspbO5To9M","Toko Donat"
"New Raniah","5","1","Jl. Bukit Raya Tengah No.213","Kota Bandung","Jawa Barat","ID",,"+62 878-8236-6888","Toko Kue","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Raniah&query_place_id=ChIJJY20fmjoaC4RymW11Dc5N_A","Toko Kue"
"Kue Balok Brownies Khas Bandung","4.9","33","Jl. Dr. Djunjunan No.64","Kota Bandung","Jawa Barat","ID",,"+62 857-0304-5610","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Brownies%20Khas%20Bandung&query_place_id=ChIJdRYX4F_naC4R7xpDG15DiTg","Toko Roti"
"Kyut Cupcakes","4.5","11","Jl. Cigadung Raya Tengah Gg. Mesjid No.57/86","Kota Bandung","Jawa Barat","ID",,"+62 815-7385-4853","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kyut%20Cupcakes&query_place_id=ChIJBfYVtAbnaC4R-R75pibiqY4","Toko Roti"
"Warteg Budi Asih","4.3","114","Jl. Sindang Sirna No.33","Kota Bandung","Jawa Barat","ID",,"+62 857-2014-4803","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Budi%20Asih&query_place_id=ChIJo7JOBo7maC4R3P8WuD1x_no","Warung tegal"
"Annisa Cake Bandung","4","1","Blk. 7 Jl. Sarimanah No.49","Kota Bandung","Jawa Barat","ID",,"","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Annisa%20Cake%20Bandung&query_place_id=ChIJxYcL2JzmaC4RhnHDoB4bRzU","Toko Kue"
"Toko 17 Dago","4.4","17","Jl. Ir. H. Juanda No.220","Kota Bandung","Jawa Barat","ID",,"+62 821-2011-3689","Toko Peralatan dan Bahan Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%2017%20Dago&query_place_id=ChIJ7xt5IPnmaC4R7ytsMvTuZ4g","Toko Peralatan dan Bahan Kue"
"Toko Rossy Collection ( Aneka Snack-Kue Basah- Frozen-Barnik)","4.4","7","Jl. Jatihandap No.37","Kota Bandung","Jawa Barat","ID",,"+62 898-7806-261","Toko",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Rossy%20Collection%20(%20Aneka%20Snack-Kue%20Basah-%20Frozen-Barnik)&query_place_id=ChIJDZrcewDnaC4RUW6gN2wMB5w","Toko"
"Warteg PituLas 17","2.9","47","Jl. Sariasih No.17","Kota Bandung","Jawa Barat","ID",,"+62 878-2420-2666","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20PituLas%2017&query_place_id=ChIJj53u7JzmaC4Rl0e2gMs1rDU","Warung tegal"
"Sultana Special By Dita Cake","4.6","16","Jl. Cipaku Indah II No.8","Kota Bandung","Jawa Barat","ID",,"","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sultana%20Special%20By%20Dita%20Cake&query_place_id=ChIJjxR7ocDmaC4RqppF5jwf0ok","Toko Roti"
"Goela Semoet (Gula Semut)","4.4","228","Jl. Sukamulya Indah 5 No.7","Kota Bandung","Jawa Barat","ID","http://www.goelasemoet.com/","+62 878-2203-4245","Toko Roti","Toko Kue","Toko Biskuit","Kedai Hidangan Penutup",,,,,,"https://www.google.com/maps/search/?api=1&query=Goela%20Semoet%20(Gula%20Semut)&query_place_id=ChIJgfXyQYjmaC4RmCA8jvcTrF0","Toko Roti"
"Setiabudhi Supermarket","4.5","4807","Jl. Dr. Setiabudi No.42 & 46, RT.01/RW.04","Kota Bandung","Jawa Barat","ID","https://setiabudhi-supermarket.co.id/","+62 22 2035000","Pusat Perbelanjaan","Toko Kelontong Asia","ATM","Supermarket Diskon","Pasar Makanan Segar","Layanan Pengiriman Barang Kelontong","Restoran","Toko Swalayan",,"https://www.google.com/maps/search/?api=1&query=Setiabudhi%20Supermarket&query_place_id=ChIJ09tzfvTmaC4R6IRPD9n3lJI","Pusat Perbelanjaan"
"Kantin Tegal Abadi","4.4","8","Jl. Ir. H. Juanda No.344 Blok A","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kantin%20Tegal%20Abadi&query_place_id=ChIJa60MMnnnaC4R1GB0Vkxl_KQ","Restoran"
"DR. QuE","4.3","72","Jl. Gegerkalong Girang No.63","Kota Bandung","Jawa Barat","ID",,"+62 813-2250-9598","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DR.%20QuE&query_place_id=ChIJUaDGR7zmaC4RnpIvXhLta34","Toko Kue"
"Ansye Cake","5","30","Jl. DR. Ehrlich No.3 A","Kota Bandung","Jawa Barat","ID",,"+62 22 4210070","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ansye%20Cake&query_place_id=ChIJxaujQ0LmaC4RUiUSsaqiYEo","Toko Roti"
"Aroma Bandung Oleh - Oleh","4.4","12","Jl. Sukajadi No.246A","Kota Bandung","Jawa Barat","ID",,"+62 817-5067-506","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aroma%20Bandung%20Oleh%20-%20Oleh&query_place_id=ChIJJ6Ag5PnnaC4RvIli3KxG3Nc","Toko Roti"
"Papaya Fresh Gallery Bandung","4.6","3770","Jl. Sukaasih No.1","Kota Bandung","Jawa Barat","ID","https://linktr.ee/papayabandung?utm_source=linktree_profile_share&ltsid=87abe2b0-c0e7-47ed-b324-28d5ac48f525","+62 22 2038878","Toko Kelontong Jepang",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Papaya%20Fresh%20Gallery%20Bandung&query_place_id=ChIJ_6VTjbXnaC4R2nOkEN7E1mo","Toko Kelontong Jepang"
"Warung Nasi Sunda","3.3","3","Jl. Jatihandap No.7","Kota Bandung","Jawa Barat","ID",,"+62 22 91691878","Restoran Sunda","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Sunda&query_place_id=ChIJyets8Y3naC4RSZCeAj4Q6So","Restoran Sunda"
"Warung Sunda Bumi Sadayana Supratman","4.7","935","Jl. Supratman No.37","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/warungsadayana?igsh=cmo5aWxlNDc3M3Fv","+62 852-1147-4499","Restoran Sunda","Rumah Makan","Warung nasi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sunda%20Bumi%20Sadayana%20Supratman&query_place_id=ChIJBQoBZmHnaC4RVmQW60caK8c","Restoran Sunda"
"Rumah makan Purwakarta","4.6","239","Jl. Lodaya No.29","Kota Bandung","Jawa Barat","ID",,"+62 22 7314291","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20makan%20Purwakarta&query_place_id=ChIJ9f9QU0npaC4RB6-zXLnrUsg","Restoran Sunda"
"Warteg Makmur","4.5","14","Jl. Cibogo Atas No.98","Kota Bandung","Jawa Barat","ID",,"+62 857-4153-9727","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Makmur&query_place_id=ChIJHxWcEIHmaC4ROKz7Xa7XVK0","Warung tegal"
"Dapoer Pandan Wangi - PATUHA","4.5","9496","Jl. Patuha No.38","Kota Bandung","Jawa Barat","ID","http://www.dapoerpandanwangi.com/","","Restoran Sunda","Restoran Indonesia","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dapoer%20Pandan%20Wangi%20-%20PATUHA&query_place_id=ChIJFZUEotXnaC4RVqJjQT4HIVk","Restoran Sunda"
"Warung Nasi Tegal","3.5","2","Jl. Gegerkalong Girang No.42","Kota Bandung","Jawa Barat","ID",,"+62 877-4985-2197","Warung nasi","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJdYq0XLzmaC4Rnz412nM93Tg","Warung nasi"
"Warung Nasi Alam Sunda Otista","4.4","6267","Jl. Otto Iskandar Dinata No.267","Kota Bandung","Jawa Barat","ID","https://alamsunda.com/","+62 819-4433-2003","Restoran Sunda","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Alam%20Sunda%20Otista&query_place_id=ChIJj_WirSbmaC4RL3fjq6BtT18","Restoran Sunda"
"Paviliun Sunda","4.4","5200","Jl. L. L. R.E. Martadinata No.97","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/paviliunsundabdg/","+62 22 4267700","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Paviliun%20Sunda&query_place_id=ChIJXzqQwUrmaC4RJlZIdEnuJH8","Restoran Sunda"
"Pesona Kampung Sunda","4.6","1414","Jl. Cisangkuy No.56","Kota Bandung","Jawa Barat","ID","http://www.pesonakampungsunda.com/","+62 821-3456-9800","Restoran Sunda","Restoran Indonesia","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Pesona%20Kampung%20Sunda&query_place_id=ChIJkaAgeXPnaC4R6Kr_ugTm3Bg","Restoran Sunda"
"Raja Sunda Restoran","4.4","6425","Jl. Dr. Djunjunan No.63","Kota Bandung","Jawa Barat","ID","https://s.id/rajasundapasteurbandung","+62 22 6037688","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Raja%20Sunda%20Restoran&query_place_id=ChIJz394wWXmaC4Rm4S6t_7kyso","Restoran Sunda"
"Rumah Makan Boemi Mitoha","4.6","8686","Jl. Ciliwung No.15","Kota Bandung","Jawa Barat","ID","https://boemimitoha.com/","+62 22 7279176","Restoran Sunda","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Boemi%20Mitoha&query_place_id=ChIJu0lIwbXnaC4RZizxUG1F0cc","Restoran Sunda"
"Warteg Bahari","5","38","Jl. Rereongan Sarupi","Kota Bandung","Jawa Barat","ID",,"+62 857-9442-0783","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Bahari&query_place_id=ChIJhfq0ycPmaC4RhhYPKoU6mvY","Warung tegal"
"Pabrik Roti Bandung","4.4","22","Komplek Girimande 2 Blok C3 no 31","Kota Bandung","Jawa Barat","ID",,"","Kantor Perusahaan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pabrik%20Roti%20Bandung&query_place_id=ChIJS77Mz-_daC4R_FdChi_fcNw","Kantor Perusahaan"
"CENIK Wellness Cafe Bandung | Solusi Bugar dan Melangsing Bersama (MESRA)","5","28","Jl. Jatihandap No.99","Kota Bandung","Jawa Barat","ID","https://linktr.ee/ojan.uje","+62 896-9609-9866","Pusat Kebugaran","Salon Kecantikan","Konsultan Kesehatan","Pelatih Pribadi","Pusat Perawatan Ibu Hamil","Layanan Penurunan Berat Badan",,,,"https://www.google.com/maps/search/?api=1&query=CENIK%20Wellness%20Cafe%20Bandung%20%7C%20Solusi%20Bugar%20dan%20Melangsing%20Bersama%20(MESRA)&query_place_id=ChIJ_-CopIXnaC4RnQEawlZKitc","Pusat Kebugaran"
"Cukupi Coffee","5","6","Jl. Cinangka No.127-91","Kota Bandung","Jawa Barat","ID",,"+62 822-1514-3455","Kafe",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cukupi%20Coffee&query_place_id=ChIJrTOPesPdaC4RD87mWqWQC2k","Kafe"
"Distributor Kopi SH Juwara Cafe - Ustadz Sobri Bandung","5","4","Jl. Cicabe Gg. H. Durahim No.003, RT.005","Kota Bandung","Jawa Barat","ID","https://porossolusi.biz.id/Kopi-SH-Juwara","+62 877-4793-8722","Toko kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Distributor%20Kopi%20SH%20Juwara%20Cafe%20-%20Ustadz%20Sobri%20Bandung&query_place_id=ChIJb7uVzp3naC4R2j4wpRzxw6U","Toko kopi"
"Warteg Daffa","4.4","20","Jl. Dr. Djunjunan No.88F","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Daffa&query_place_id=ChIJJVvj3WXmaC4RHgCcUcgkwOY","Warung tegal"
"Ayam Dadar Bandung Cigiringsing","5","2","3MXR+R62, Jl. Simpang Cigiringsing","Kota Bandung","Jawa Barat","ID","http://www.ayamdadarbandung.com/","+62 821-2656-6591","Restoran Masakan Ayam",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ayam%20Dadar%20Bandung%20Cigiringsing&query_place_id=ChIJt0VSz3rdaC4RSEIJK7-U4QE","Restoran Masakan Ayam"
"Merlin Cake & Bakery","5","3","Jl. Mandala I Jl. Jatihandap No.7","Kabupaten Bandung","Jawa Barat","ID",,"+62 813-2002-6161","Toko Kue Pernikahan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Merlin%20Cake%20%26%20Bakery&query_place_id=ChIJFYNL2bDnaC4R1M9e1HJVGHA","Toko Kue Pernikahan"
"Toko Bolu Siliwangi","4.5","15","4M44+RWP, Jl. Padasuka","Kota Bandung","Jawa Barat","ID",,"+62 822-6013-6807","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Bolu%20Siliwangi&query_place_id=ChIJ1x5VolbnaC4R4L68IbXEk8Y","Toko Roti"
"Dapur citra _kue bandung","5","1","Gg. IV Bp.Munadi No.140a, RT.04 rw04","Kota Bandung","Jawa Barat","ID",,"+62 813-1344-0483","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dapur%20citra%20_kue%20bandung&query_place_id=ChIJLZYbGY7naC4RqTuXMg8KIXk","Toko Kue"
"Snack Box Bandung","4.8","20","Komp. City Garden Reseidence B3","Kota Bandung","Jawa Barat","ID","https://snackboxbandung.id/","+62 821-1836-8267","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snack%20Box%20Bandung&query_place_id=ChIJ3d7kNMfnaC4RGsim7mx_TrM","Toko Kue"
"Olives Bakery and Pastry","4.8","29","Jalan PH.H. Mustofa No.39 Pasirlayung Cibeunying Kidul Surapati core Blok J3-J5","Kota Bandung","Jawa Barat","ID","http://olivesbakery.com/","+62 817-214-461","Toko Kue Kering",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Olives%20Bakery%20and%20Pastry&query_place_id=ChIJfxTcZ5HnaC4RYt5yjKVOjHg","Toko Kue Kering"
"Aneka Buana Kue","4.7","3","Borma Toserba Djuanda, Jl. Ir. H. Juanda No.348","Kota Bandung","Jawa Barat","ID",,"+62 857-4378-6136","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aneka%20Buana%20Kue&query_place_id=ChIJPYg40PzmaC4RqTI2vxZ_4Gw","Toko Kue"
"Kaede Patisserie","5","63","Jl. Prof. Dr. Sutami No.58","Kota Bandung","Jawa Barat","ID","http://kaedepatisserie.id/","+62 821-1901-0040","Kedai Hidangan Penutup","Toko Kue","Kedai Kopi","Toko Es Krim",,,,,,"https://www.google.com/maps/search/?api=1&query=Kaede%20Patisserie&query_place_id=ChIJVYL836bnaC4RI-oAGV_WNT4","Kedai Hidangan Penutup"
"The Skrt/ Cakery","4.9","9","Jl. Maulana Yusuf No.17","Kota Bandung","Jawa Barat","ID",,"+62 818-1898-9800","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Skrt%2F%20Cakery&query_place_id=ChIJo34bSvPnaC4REF_fL3f28cE","Toko Kue"
"MAU-MAU Aneka Kue Jajanan Pasar","5","26","BALTOS, Jl. Kebon Bibit","Kota Bandung","Jawa Barat","ID",,"+62 857-2288-7727","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MAU-MAU%20Aneka%20Kue%20Jajanan%20Pasar&query_place_id=ChIJp1ilkYXnaC4RFA9oX_OfKXk","Toko Roti"
"Nasi tumpeng bandung","4.1","94","Jl. Jamaras I","Kota Bandung","Jawa Barat","ID","https://jasminetumpengbandung.com/","+62 822-1854-4811","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20tumpeng%20bandung&query_place_id=ChIJgxu8Y73naC4Rs_zp10tQ0ls","Restoran"
"Kedai roti ibu saya","3.5","1165","Jl. Tamansari No.66","Kota Bandung","Jawa Barat","ID",,"+62 813-1597-1723","Restoran","Toko Roti","Toko Roti Grosir",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kedai%20roti%20ibu%20saya&query_place_id=ChIJA0C-59vnaC4R8FRrdFrUy1A","Restoran"
"The Deli Bakes Cafe (Eyckman)","4.6","815","Jl. Prof. Eyckman No.26","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/thedelibakes","+62 889-0504-0633","Kedai Hidangan Penutup","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Deli%20Bakes%20Cafe%20(Eyckman)&query_place_id=ChIJyyCcJvfnaC4RW9GfxU4sPnE","Kedai Hidangan Penutup"
"Cahaya Cake's 02","3.8","18","Jl. Gegerkalong Hilir No.7a, RW.01","Kota Bandung","Jawa Barat","ID",,"+62 812-1452-2279","Toko Kue","Toko Cupcake",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cahaya%20Cake's%2002&query_place_id=ChIJqScKMrzmaC4R5VhfptdhWdE","Toko Kue"
"Aneka Kue Basah Ica Sari",,,"Jl. Jatihandap No.33","Kota Bandung","Jawa Barat","ID",,"+62 813-9590-2135","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aneka%20Kue%20Basah%20Ica%20Sari&query_place_id=ChIJmUucfIbnaC4RZwr45cDRV4o","Toko Kue"
"Destiny Cake Bandung","5","13","Gg. H Said No.30, RT.003/005","Kota Bandung","Jawa Barat","ID",,"","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Destiny%20Cake%20Bandung&query_place_id=ChIJOefnh1flaC4RngOF2fl1YvE","Toko Kue"
"Karma Oleh Oleh Bandung","4.9","1254","Jl. Dr. Setiabudi No.353","Kota Bandung","Jawa Barat","ID",,"+62 811-2226-0333","Toko Kaos","Toko Tas","Toko Pakaian Pantai","Toko Kue","Toko Pakaian Anak","Toko Pakaian","Kedai Kopi","Toko Kerajinan Tangan","Toko Suvenir","https://www.google.com/maps/search/?api=1&query=Karma%20Oleh%20Oleh%20Bandung&query_place_id=ChIJswQB6YvhaC4RjMafls9C5i4","Toko Kaos"
"First Love Patisserie Paris Van Java","4.6","50","Paris Van Java, Lantai GL, depan Gramedia (sebelah Boost & Gamchi, Jl. Sukajadi No.131-139 Lt.G","Kota Bandung","Jawa Barat","ID","http://www.firstlovepatisserie.com/","+62 22 82064151","Toko Kue","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=First%20Love%20Patisserie%20Paris%20Van%20Java&query_place_id=ChIJ7z2BZGDmaC4Ruy_UyMDHN1E","Toko Kue"
"Toko Kue Bantal","4.8","6","Jl. Sulanjana No.19","Kota Bandung","Jawa Barat","ID",,"","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kue%20Bantal&query_place_id=ChIJpQxAVQDnaC4RsVTXN3a5R0Y","Toko Roti"
"Coffee Love Story","5","8","4M3H+JR7","Kota Bandung","Jawa Barat","ID",,"+62 812-1063-5022","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Coffee%20Love%20Story&query_place_id=ChIJ9SoAh5XdaC4R5Rau13orqdU","Kedai Kopi"
"Toko Kue Sarilegit",,,"3MX3+CCV, Jl. Padasuka","Kota Bandung","Jawa Barat","ID",,"+62 22 7236337","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kue%20Sarilegit&query_place_id=ChIJM8XL0ZPnaC4RVAL5SXDddy4","Toko Kue"
"Arsid Cake","5","5","Komplek Griya Winaya Blok D6 No.19","Kota Bandung","Jawa Barat","ID",,"+62 812-2057-5343","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arsid%20Cake&query_place_id=ChIJscvSYQ_daC4Rx_HK9ABjLPE","Toko Kue"
"Ipicake","4.8","5","Jl. Bsj Raya No.2","Kota Bandung","Jawa Barat","ID",,"+62 895-3378-19075","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ipicake&query_place_id=ChIJ8d8bx2LdaC4RBkSEldNPrwA","Toko Kue"
"Sanobella Cake And Bakery","4.8","6","4J92+5FR","Kota Bandung","Jawa Barat","ID",,"","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sanobella%20Cake%20And%20Bakery&query_place_id=ChIJB5uDRO_naC4Rl6pkQ2mn3Po","Toko Roti"
"Warung Nasi Ibu Imas","4.5","25548","Jl. Balonggede No.69 / 48 / 93","Kota Bandung","Jawa Barat","ID","http://paxelmarket.co/","+62 812-5888-0440","Restoran Sunda","Kedai Sarapan","Restoran Jawa","Warung nasi","Restoran",,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Ibu%20Imas&query_place_id=ChIJH4mXnCfmaC4RIKqGcbSFF0Q","Restoran Sunda"
"Dila's Cake N Bakery","5","6",,"Kota Bandung","Jawa Barat","ID",,"+62 895-3448-68425","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dila's%20Cake%20N%20Bakery&query_place_id=ChIJWUvgj2bdaC4RqpNLKdOy5pg","Toko Kue"
"RmH Snack Cake & Cookies","5","2","Jl. Kosar","Kota Bandung","Jawa Barat","ID",,"+62 812-2226-7967","Toko Kue","Toko Kue Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RmH%20Snack%20Cake%20%26%20Cookies&query_place_id=ChIJP3FcjJXdaC4RK_lBPLZ9X_U","Toko Kue"
"Toko Bolu Zuana Rasa","3.3","3","Jl. Padasuka No.134 A","Kota Bandung","Jawa Barat","ID",,"+62 821-6754-1164","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Bolu%20Zuana%20Rasa&query_place_id=ChIJ12aiyZrnaC4R6XWI5-F4Vds","Toko Kue"
"Pusat Kue Ulang Tahun Cijambe","4.6","177","Jl. Cijambe No.16","Kota Bandung","Jawa Barat","ID",,"+62 822-1111-0265","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pusat%20Kue%20Ulang%20Tahun%20Cijambe&query_place_id=ChIJh2uf9-LdaC4RDqhc7rwJhUI","Toko Roti"
"Rumah Makan Khas Sunda Cibiuk","4.5","7511","Jl. Soekarno-Hatta No.508","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/cibiukresto","+62 821-1875-0081","Restoran Sunda","Restoran Keluarga","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Khas%20Sunda%20Cibiuk&query_place_id=ChIJN22KmV3oaC4RhMtv9IkMMEw","Restoran Sunda"
"Jajanan Pasar Ayee","4.9","13","Komp. Bukit Padjajaran, Depan Indomaret","Kota Bandung","Jawa Barat","ID",,"+62 895-4218-18730","Toko Kue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jajanan%20Pasar%20Ayee&query_place_id=ChIJPYkJNtPdaC4RaEqUCMknLKM","Toko Kue"
"Prima Rasa Bakery & Pastry","4.6","5403","Jl. Kemuning No.20","Kota Bandung","Jawa Barat","ID","http://www.primarasabakery.co.id/","","Toko Roti Grosir","Toko Kue Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prima%20Rasa%20Bakery%20%26%20Pastry&query_place_id=ChIJ3_vZDM7naC4RA8TKJybNImY","Toko Roti Grosir"
