"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"MC Laundry - Taman Musik","5","187","Jl. Kalimantan No.12","Kota Bandung","Jawa Barat","ID","https://www.mclaundry.id/","+62 811-2005-5575","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MC%20Laundry%20-%20Taman%20Musik&query_place_id=ChIJiZlS7CHnaC4RAW6I1cjEKEY","Binatu"
"Aylie Salon","4.7","58","Jl. Karawitan No.41","Kota Bandung","Jawa Barat","ID",,"+62 22 91979902","Salon Kecantikan","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Aylie%20Salon&query_place_id=ChIJ7ZplsGToaC4RCSbAElZtXis","Salon Kecantikan"
"Laundry Club Sudirman","4.9","293","Jl. Sudirman No.486","Kota Bandung","Jawa Barat","ID","https://www.the-laundryclub.com/outlet/outlet-bandung-cimahi-jatinangor/laundry-club-sudirman-laundry-antar-jemput-bandung","","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Sudirman&query_place_id=ChIJu7aYZADnaC4RJxhNCx812F0","Layanan Binatu"
"Bengkel Rambut 55 (Barbershop)","4.4","335","Jl. Subang No.56","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Rambut%2055%20(Barbershop)&query_place_id=ChIJLxzAm-_naC4RkywQ3EhljEg","Tempat Cukur Rambut"
"Briwash Laundry Express - Mekarwangi","4.9","930","Jl. Mekar Puspita No.39 B","Kota Bandung","Jawa Barat","ID","https://briwash.id/mekarwangi/","+62 811-2008-1011","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Briwash%20Laundry%20Express%20-%20Mekarwangi&query_place_id=ChIJtW-R8DDpaC4RIYcwDk0MVvc","Layanan Binatu"
"Katiga Hair and Beauty Salon Bandung","5","45","Jl. Mekar Pesona I No.37","Kota Bandung","Jawa Barat","ID","https://katigahairandbeauty.com/","+62 877-8898-2713","Jasa Pemanjangan Rambut","Pemasok ekstensi rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Katiga%20Hair%20and%20Beauty%20Salon%20Bandung&query_place_id=ChIJ147CmwjpaC4R3KZt6ReLoao","Jasa Pemanjangan Rambut"
"Joss Laundry Antapani Bandung","4.6","295","Jl. Purwakarta No.200","Kota Bandung","Jawa Barat","ID","https://wa.me/6281280793497","+62 812-8079-3497","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Joss%20Laundry%20Antapani%20Bandung&query_place_id=ChIJWcFWAXfnaC4R7c88NnBeCww","Layanan Binatu"
"Laundry cuci express-kiloan PRIORITY LAUNDRY 24 jam Bandung","4.7","193","d'laundry, Jl. Pajajaran Gg. Terasana No.124 29B","Kota Bandung","Jawa Barat","ID","https://wa.me/6282151619136","+62 821-5161-9136","Binatu Cucian Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20cuci%20express-kiloan%20PRIORITY%20LAUNDRY%2024%20jam%20Bandung&query_place_id=ChIJkfyVgFjnaC4RDD3hsgdUQz0","Binatu Cucian Kering"
"One Stop Laundry Bandung","4.7","39","Jl. Gumuruh No.91, RT.04/RW.08","Kota Bandung","Jawa Barat","ID","https://www.laundrybandung.id/","+62 811-2380-050","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=One%20Stop%20Laundry%20Bandung&query_place_id=ChIJi5MOSSzpaC4RikE4BjW1QKU","Layanan Binatu"
"Princess Beauty Salon","4.8","363","Jl. Terusan Pasirkoja No.168","Kota Bandung","Jawa Barat","ID",,"+62 896-3031-5710","Salon Kecantikan","Ahli estetika",,,,,,,"https://www.google.com/maps/search/?api=1&query=Princess%20Beauty%20Salon&query_place_id=ChIJSQcHOkznaC4R5W853IMNdkk","Salon Kecantikan"
"Lucky Sae SALON","5","150","Gg. Jamhari","Kota Bandung","Jawa Barat","ID",,"+62 882-0010-72983","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lucky%20Sae%20SALON&query_place_id=ChIJrd6E0bbnaC4R4T0KZywj7Kg","Salon Kecantikan"
"PANDAWA LAUNDRY KARPET PREMIUM BANDUNG","4.3","55","Jl. Babakan Jeruk II No.39 a","Kota Bandung","Jawa Barat","ID",,"+62 811-2338-086","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PANDAWA%20LAUNDRY%20KARPET%20PREMIUM%20BANDUNG&query_place_id=ChIJ2--hftDlaC4ReL4kPdj3Fyw","Binatu"
"Kolasuki Laundry","5","31","Jl. Kubang Selatan No.6, RT.003/RW.014","Kota Bandung","Jawa Barat","ID",,"+62 811-2131-474","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kolasuki%20Laundry&query_place_id=ChIJdWptOFTmaC4REbZ7MfNk4H0","Layanan Binatu"
"Oliver Beauty Bar","4.6","119","Jl. Ciumbuleuit No.70","Kota Bandung","Jawa Barat","ID",,"+62 812-9997-8033","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oliver%20Beauty%20Bar&query_place_id=ChIJ1ws5TcnnaC4R3teY6sCN-_U","Salon Kecantikan"
"Sorcha Laundry Antapani","4.8","388","Jl. Subang No.42, RT.05/RW.02","Kota Bandung","Jawa Barat","ID","https://sorchalaundry.com/","+62 811-1111-2731","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Antapani&query_place_id=ChIJTeg5Hs_naC4RMclvAixqjdU","Layanan Binatu"
"Jim's Barbershop 3","4.9","88","Jl. Buah Batu No.103","Kota Bandung","Jawa Barat","ID","https://instagram.com/jims_barbershop","+62 813-2179-4000","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jim's%20Barbershop%203&query_place_id=ChIJ750TSCfpaC4RTAubfmBTeso","Tempat Cukur Rambut"
"Percetakan Bandung","4.7","106","Jl. Cikawao Dalam I No.35F","Kota Bandung","Jawa Barat","ID","https://percetakanbandung.com/","+62 853-2130-0300","Percetakan Komersial",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Percetakan%20Bandung&query_place_id=ChIJrwPevY7oaC4RsMJcptzl7WU","Percetakan Komersial"
"G'M STUDIO BARBERSHOP 3","3.7","26","Jl. Kb. Gedang No.74","Kota Bandung","Jawa Barat","ID",,"+62 813-3290-3622","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=G'M%20STUDIO%20BARBERSHOP%203&query_place_id=ChIJp6VkW-npaC4RJqJaFnAs1uc","Tempat Cukur Rambut"
"San Laundry & service ritel","4.9","50","Jl. Tubagus Ismail Dalam No.8 lebak gede","Kota Bandung","Jawa Barat","ID",,"+62 821-1000-0651","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=San%20Laundry%20%26%20service%20ritel&query_place_id=ChIJb-8eShDnaC4RAQfLgVzAXWI","Layanan Binatu"
"Barbershop Ababil","4.6","19","Jl. Cibangkong No.54","Kota Bandung","Jawa Barat","ID",,"+62 858-6497-7540","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20Ababil&query_place_id=ChIJRbB6edfnaC4R9YNy3sl55zY","Tempat Cukur Rambut"
"Laundry Club Dago (Laundry Express Antar dan Jemput)","5","314","Jl. Ir. H. Juanda No.374","Kota Bandung","Jawa Barat","ID","https://desty.page/laundryclubofficial","+62 851-3646-8250","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Dago%20(Laundry%20Express%20Antar%20dan%20Jemput)&query_place_id=ChIJez0S5kfnaC4RwVbQlfg7R7U","Layanan Binatu"
"Laundry Hari Ini Cikutra","4.9","402","Jl. Terusan Batik Halus No.12A","Kota Bandung","Jawa Barat","ID","http://sorchalaundry.com/","+62 811-1116-9689","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Hari%20Ini%20Cikutra&query_place_id=ChIJ1dw-sMvnaC4RCwLTAeghEpk","Layanan Binatu"
"JNE Sersan Bajuri","4.6","132","Jl. Sersan Bajuri No.6","Kota Bandung","Jawa Barat","ID",,"+62 21 29278888","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNE%20Sersan%20Bajuri&query_place_id=ChIJFZ03erPmaC4RRjm-znIxS6o","Jasa Kurir"
"Rio Barber Shop","4.7","31","Jl. Pagarsih No.121","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rio%20Barber%20Shop&query_place_id=ChIJmSH33RvmaC4R_Nll6SdCX3o","Tempat Cukur Rambut"
"Barbershop blusky","3.3","21","3JCP+75W, Jl. Turangga No.8","Kota Bandung","Jawa Barat","ID",,"+62 852-1354-4806","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20blusky&query_place_id=ChIJqTQlcADpaC4RXz4nRovrA4s","Tempat Cukur Rambut"
"Nusantara Laundry Bandung","5","6","Jl. PDAM, RT.5/RW.06","Kota Bandung","Jawa Barat","ID",,"+62 812-2061-2340","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nusantara%20Laundry%20Bandung&query_place_id=ChIJlQpPT8vnaC4R5Hrvc4dM_PI","Layanan Binatu"
"LAVANYA SALON khusus Wanita","4.2","37","Jl. Anggrek Boulevard No.37","Kota Bandung","Jawa Barat","ID",,"","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LAVANYA%20SALON%20khusus%20Wanita&query_place_id=ChIJR7EC1LznaC4Ro1f6fYjEKBA","Salon Kecantikan"
"JNT CARGO SUKAJADI BDO016A","4.1","71","Jl. Cipedes Tengah No.147","Kota Bandung","Jawa Barat","ID",,"+62 815-6175-555","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNT%20CARGO%20SUKAJADI%20BDO016A&query_place_id=ChIJpbhfODTnaC4R56CZaxuqYgQ","Jasa Kurir"
"Wid's Salon","4.2","69","Jl. Cikutra Barat No.1D","Kota Bandung","Jawa Barat","ID",,"+62 22 2513415","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wid's%20Salon&query_place_id=ChIJt4nav6XnaC4R60MXiWDEDVU","Salon Kecantikan"
"Culture Barbershop Arcamanik","4.6","601","Jl. Golf Barat Raya No.13","Kota Bandung","Jawa Barat","ID",,"+62 878-2221-2314","Tempat Cukur Rambut","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Culture%20Barbershop%20Arcamanik&query_place_id=ChIJJzdmHVfdaC4R6g6nf6iJ_nM","Tempat Cukur Rambut"
"ANTAR JASA ekspedisi angkutan barang/pindahan",,,"Jl. Ir. H. Juanda No.387, RW.01","Kota Bandung","Jawa Barat","ID",,"+62 878-1437-4154","Kantor Perusahaan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ANTAR%20JASA%20ekspedisi%20angkutan%20barang%2Fpindahan&query_place_id=ChIJnyD9n3HnaC4R-8CtnRO63T8","Kantor Perusahaan"
"Argo Salon","4.4","47","Jl. Surapati No.130A","Kota Bandung","Jawa Barat","ID",,"+62 22 7211343","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Argo%20Salon&query_place_id=ChIJS26tVLLnaC4RVJ3LmC_HAkw","Salon Kecantikan"
"Laundry racing coin","5","33","Jl. Sekeloa Utara No.57","Kota Bandung","Jawa Barat","ID",,"+62 821-2066-6006","Binatu Cucian Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20racing%20coin&query_place_id=ChIJbZAYGsznaC4R6lDumkuxHi8","Binatu Cucian Kering"
"SiCepat Ekspres Cibeunying Kidul","1.4","604","Jl. A. Yani No.831","Kota Bandung","Jawa Barat","ID","http://www.sicepat.com/","","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SiCepat%20Ekspres%20Cibeunying%20Kidul&query_place_id=ChIJOYNJfJbnaC4RvZficYiVFsk","Jasa Pengiriman"
"JNT CARGO SUKAGALIH","5","1",,,,,,"+62 838-3833-7816","Jasa Pengiriman Kargo","Service establishment",,,,,,,"https://www.google.com/maps/search/?api=1&query=JNT%20CARGO%20SUKAGALIH&query_place_id=ChIJu93DC04tiiwRT08bdnPrPUM","Jasa Pengiriman Kargo"
"DANY BARBERSHOP 1","4.4","38","Jl. Cetarip Barat Jl. Madesa No 40 Blok K","Kota Bandung","Jawa Barat","ID",,"+62 898-7028-514","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=DANY%20BARBERSHOP%201&query_place_id=ChIJe1iWGKPoaC4RFjdH-mGk1qc","Tempat Cukur Rambut"
"The Daddy's Barbershop","4.6","23","Jl. Terusan Buah Batu No.15","Kabupaten Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Daddy's%20Barbershop&query_place_id=ChIJA2gUCUboaC4RRevrRW-6K2g","Tempat Cukur Rambut"
"Washlab Laundry Cihampelas","4.7","34","Depan Alfa Express, Washlab Laundry Tower B, Washlab Smart Laundry, The Jarrdin Apartment Cihampelas, lantai L (Lobby) No B.38","Kota Bandung","Jawa Barat","ID",,"+62 878-1992-2020","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Washlab%20Laundry%20Cihampelas&query_place_id=ChIJVbJpJHrnaC4RuGrDAzMSN5Q","Layanan Binatu"
"Boys Barbershop ( Premium Barbershop)","4.2","361","Jl. Peta No.120","Kota Bandung","Jawa Barat","ID",,"+62 22 20594381","Tempat Cukur Rambut","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Boys%20Barbershop%20(%20Premium%20Barbershop)&query_place_id=ChIJQw6WAKPoaC4RG_E-1A7NzDs","Tempat Cukur Rambut"
"AisSpa Salon & Reflexology(Home Service) Bandung","4.9","35","Gg. Pancasila","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/aisspa_salon/","+62 821-2633-6477","Spa pijat",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AisSpa%20Salon%20%26%20Reflexology(Home%20Service)%20Bandung&query_place_id=ChIJYaDTV0jnaC4R-Sr_qdhN2Mw","Spa pijat"
"Anata Salon Arcamanik","4.6","316","Jl. Golf Timur 4 No.20","Kota Bandung","Jawa Barat","ID","https://www.salonanata.com/","+62 22 45720059","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anata%20Salon%20Arcamanik&query_place_id=ChIJJRnOAendaC4RPFAXVzpft3g","Salon Rambut"
"HOLLOWDREAMS BARBERSHOP","5","2","Jl. Kawaluyaan Indah Raya No.41-43","Kota Bandung","Jawa Barat","ID",,"+62 851-7300-3242","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=HOLLOWDREAMS%20BARBERSHOP&query_place_id=ChIJzZA0BlXpaC4RT8GA_4nZC7I","Tempat Cukur Rambut"
"Naufal Laundry","4.6","85","Jl. Ahmad No.9","Kota Bandung","Jawa Barat","ID",,"+62 821-1975-6778","Binatu","Kantor Perusahaan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Naufal%20Laundry&query_place_id=ChIJVRO-s2nmaC4RFxhdq2vO1Qo","Binatu"
"pieters barbershop","4.1","17","Jl. Buah Batu No.47 no. bandung","Kota Bandung","Jawa Barat","ID",,"+62 899-7526-490","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=pieters%20barbershop&query_place_id=ChIJNc6a1oDoaC4RrTjZ5tdaf40","Tempat Cukur Rambut"
"Neng Laundry Express Arcamanik - Laundry Terbaik di Bandung (Express & Cuci Satuan)","4.8","96","Jl. Arcamanik Endah No.87 Blk C","Kota Bandung","Jawa Barat","ID","https://nenglaundry.com/","+62 813-1250-4752","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Neng%20Laundry%20Express%20Arcamanik%20-%20Laundry%20Terbaik%20di%20Bandung%20(Express%20%26%20Cuci%20Satuan)&query_place_id=ChIJ3zGZStrdaC4RPZlVP8Vk9u0","Binatu"
"JIM'S BarberShop 2","4.8","322","Jl. Riung Bandung Raya Jl. Raya Cipamokolan No.45","Kota Bandung","Jawa Barat","ID",,"+62 813-2179-4000","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JIM'S%20BarberShop%202&query_place_id=ChIJPWm16IbCaC4RQVolx7qy3iM","Tempat Cukur Rambut"
"Cuci Bandung - Express Delivery Laundry","5","4","Jl. Jati No.24 Pav","Kota Bandung","Jawa Barat","ID","https://www.cucibandung.com/","+62 899-3033-338","Layanan Binatu","Binatu","Jasa Semir Sepatu",,,,,,"https://www.google.com/maps/search/?api=1&query=Cuci%20Bandung%20-%20Express%20Delivery%20Laundry&query_place_id=ChIJD4eQeZ7naC4RZqplvWx8nG8","Layanan Binatu"
"EXEL BarberShop","4.5","58","Jl. Tata Surya Metro Margahayu Raya No.40","Kota Bandung","Jawa Barat","ID",,"+62 896-6404-0666","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=EXEL%20BarberShop&query_place_id=ChIJ51YjvR_oaC4RxRnzxZa0ijc","Tempat Cukur Rambut"
"Dokter Clean Cibadak | Laundry Express Bandung | Laundry Antar Jemput","4.8","198","Jl. Cibadak No.213-227","Kota Bandung","Jawa Barat","ID",,"+62 813-1343-4367","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dokter%20Clean%20Cibadak%20%7C%20Laundry%20Express%20Bandung%20%7C%20Laundry%20Antar%20Jemput&query_place_id=ChIJKYjXHeXnaC4RdPQtlFmvggk","Layanan Binatu"
"Cutiecles Nail Studio 1.0 (Dipati Ukur)","5","630","Jl. Dipati Ukur No.29, RT.4/RW.8","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/cutiecles.studio/","+62 859-2175-2267","Salon Kuku",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cutiecles%20Nail%20Studio%201.0%20(Dipati%20Ukur)&query_place_id=ChIJaZU2yADnaC4RVrWI8wdZBbg","Salon Kuku"
"Bhanda Ghara Reksa. PT Persero","5","1","Jl. Multatuli No.5","Kota Bandung","Jawa Barat","ID",,"+62 22 2502990","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bhanda%20Ghara%20Reksa.%20PT%20Persero&query_place_id=ChIJOZphKlTmaC4REozXAlKvjh0","Jasa Pengiriman Kargo"
"Jnt cargo area bandung","1","1","Jl. Cihampelas No.86","Kota Bandung","Jawa Barat","ID",,"","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jnt%20cargo%20area%20bandung&query_place_id=ChIJ3-HHdADnaC4R__HW2IXljOo","Jasa Pengiriman Kargo"
"GK Barbershop","4.8","47","Jl. Martanegara No.56","Kota Bandung","Jawa Barat","ID",,"+62 821-2739-1517","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=GK%20Barbershop&query_place_id=ChIJkb7L_KfpaC4RwsdrZTfT8w8","Tempat Cukur Rambut"
"laundry bandung","4.9","30","Jl. RH Hasan Saputra Raya No.19","Kota Bandung","Jawa Barat","ID",,"","Toko",,,,,,,,"https://www.google.com/maps/search/?api=1&query=laundry%20bandung&query_place_id=ChIJX8kVCwDpaC4Rm08A9Jpae-o","Toko"
"Lion Parcel Surapati Bandung","4.4","77","Jl. Surapati No.93","Kota Bandung","Jawa Barat","ID",,"+62 857-9406-8870","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lion%20Parcel%20Surapati%20Bandung&query_place_id=ChIJbR8X_7LnaC4RrnSEaNDbleA","Jasa Pengiriman"
"PT. Pandu Siwi Sentosa",,,"Komp. Bazar Daarut Tauhiid, Jl. Gegerkalong Girang No.55","Kota Bandung","Jawa Barat","ID",,"+62 856-2222-170","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PT.%20Pandu%20Siwi%20Sentosa&query_place_id=ChIJ5fotRrzmaC4RbPJTBgwjY2o","Jasa Pengiriman"
"23Quicklaundry Coin Laundry","4.6","98","Jl. Saturnus Tengah II No.23","Kota Bandung","Jawa Barat","ID","https://23quicklaundry.com/","+62 851-7323-0850","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=23Quicklaundry%20Coin%20Laundry&query_place_id=ChIJKaf_Rj3paC4RlIBeIbeVPFE","Layanan Binatu"
"Kingsman Barber Supply","5","20","Jl. Bukit Indah No.105c 166a, RW.Ciumbuleuit","Kota Bandung","Jawa Barat","ID","https://kronik.id/","+62 821-1212-3420","Pemasok Produk Kecantikan","Grosir produk kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kingsman%20Barber%20Supply&query_place_id=ChIJSd5m2cbnaC4R6vPHnImEVLY","Pemasok Produk Kecantikan"
"UWA EWOK BARBERSHOP CIKUTRA","4.6","54","Jl. Cikondang No.16","Kota Bandung","Jawa Barat","ID",,"+62 878-2322-0330","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=UWA%20EWOK%20BARBERSHOP%20CIKUTRA&query_place_id=ChIJc-MG9X3naC4RhBp7NWjxMA8","Tempat Cukur Rambut"
"Unna Hair & Beauty School","4.3","101","Jl. Dr. Hatta No.20","Kota Bandung","Jawa Barat","ID",,"+62 22 4204313","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Unna%20Hair%20%26%20Beauty%20School&query_place_id=ChIJ76dyAbTnaC4RBJxXk00Oh8o","Salon Kecantikan"
"Jasa angkutan barang Bandung","3","2","Jl. Babakan Baru No.48","Kota Bandung","Jawa Barat","ID",,"+62 882-2278-6290","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jasa%20angkutan%20barang%20Bandung&query_place_id=ChIJF4P-Av7naC4RuRtldaHx5PY","Jasa Kurir"
"SiCepat Ekspres Bandung Sukasari","1.7","12","Jl. Gegerkalong Girang No.25","Kota Bandung","Jawa Barat","ID","https://www.sicepat.com/","+62 21 30205069","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SiCepat%20Ekspres%20Bandung%20Sukasari&query_place_id=ChIJ1erZfLLnaC4R6DsCQvCc1Qs","Jasa Pengiriman"
"Retro Trim Barber Studio","5","81","Jl. Batik Kumeli No.72","Kota Bandung","Jawa Barat","ID",,"+62 813-1880-3635","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Retro%20Trim%20Barber%20Studio&query_place_id=ChIJr5MQAADnaC4Rv_pgVodJ6bk","Tempat Cukur Rambut"
"Alola Nailbar Bandung","4.9","532","Jl. Buah Batu No.252","Kota Bandung","Jawa Barat","ID","https://instagram.com/alolanailbar.bandung?igshid=YmMyMTA2M2Y=","+62 821-1684-5680","Salon Kuku","Salon Kecantikan","Salon bulu mata","Spa","Layanan Waxing untuk Penghilang Rambut",,,,"https://www.google.com/maps/search/?api=1&query=Alola%20Nailbar%20Bandung&query_place_id=ChIJE40scVjpaC4RgCDAKLAiSyc","Salon Kuku"
"Eighty Nine Barbershop","2.9","16","3JMF+M47, Jl. Gudang Utara","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eighty%20Nine%20Barbershop&query_place_id=ChIJJdoAeennaC4R2H1h9-Xrpfs","Tempat Cukur Rambut"
"Yoyong Redhy Salon","4.7","124","Jl. Pajajaran No.139","Kota Bandung","Jawa Barat","ID",,"+62 22 6074166","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yoyong%20Redhy%20Salon&query_place_id=ChIJKYihX2vmaC4RTFi09dyxRS4","Salon Kecantikan"
"Indo Express Laundry (Grand Asia Afrika Apartemen)","4.8","39","Area Komersil, Jl. Karapitan No.1 Blok-C3","Kota Bandung","Jawa Barat","ID","http://indolaundry.id/","+62 817-380-210","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Express%20Laundry%20(Grand%20Asia%20Afrika%20Apartemen)&query_place_id=ChIJHRtT8dDnaC4RAMHbWiZvc1A","Layanan Binatu"
"Sity Salon","4.6","151","Jl. Sukanagara No.38","Kota Bandung","Jawa Barat","ID",,"+62 22 87273078","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sity%20Salon&query_place_id=ChIJq6qqqvvnaC4RVFLbbFLiQBE","Salon Rambut"
"BG barbershop","4.6","73","Jl. Gegerkalong Tengah No.14b","Kota Bandung","Jawa Barat","ID",,"+62 851-6810-6870","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BG%20barbershop&query_place_id=ChIJJwXXDA_naC4Ri3KWbk_vOK8","Tempat Cukur Rambut"
"Laundry Sendiri","4.6","36","Jl. Margasari No.28","Kota Bandung","Jawa Barat","ID","https://instagram.com/laundrysendiri","+62 821-2128-1878","Binatu","Pemasok peralatan binatu yang dioperasikan dengan koin","Layanan Persewaan Gudang",,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Sendiri&query_place_id=ChIJeWB63ePpaC4RWM1It1HF6qQ","Binatu"
"Mr Frank barbershop","4.6","46","Jl. Karawitan No.41","Kota Bandung","Jawa Barat","ID",,"+62 821-1583-8625","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr%20Frank%20barbershop&query_place_id=ChIJW04c6HvpaC4RREUn6dkRAaQ","Tempat Cukur Rambut"
"JNT CARGO BANDUNG SURAPATI",,,"Jl. Surapati No.143","Bandung (Kota","Jawa Barat","ID",,"+62 851-1713-7560","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNT%20CARGO%20BANDUNG%20SURAPATI&query_place_id=ChIJL9I8TMfnaC4R7B2ZrGlOnhM","Jasa Kurir"
"Memori Salon","4.3","439","Jl. Karawitan No.19","Kota Bandung","Jawa Barat","ID",,"+62 22 7300982","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Memori%20Salon&query_place_id=ChIJ86p2uGToaC4R2chZSrrOfjU","Salon Rambut"
"BIKERS BARBERSHOP","5","23","Jl. Moch. Toha No.423","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/bikersbarbershop","+62 822-1897-8575","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BIKERS%20BARBERSHOP&query_place_id=ChIJp6UMXevoaC4RrifaoA7vcqo","Tempat Cukur Rambut"
"Barbershop FIX","5","27","Jl. Sukanagara No.7","Kota Bandung","Jawa Barat","ID",,"+62 856-4320-9219","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20FIX&query_place_id=ChIJVaxyMqLnaC4RAwhOYmhUMnI","Tempat Cukur Rambut"
"Kireiwash • Kirei Wash & Beyond - Bandung","5","21","Jl. Indrayasa No.92","Kota Bandung","Jawa Barat","ID","http://www.kireiwash.com/","+62 813-1853-5523","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kireiwash%20%E2%80%A2%20Kirei%20Wash%20%26%20Beyond%20-%20Bandung&query_place_id=ChIJGeanv_HpaC4R_6GDpxZ-e9U","Binatu"
