"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Gurah mesin, bengkel mobil","5","2","Jl. Cidurian Utara No.30","Kota Bandung","Jawa Barat","ID","http://www.montirroso.com/","+62 859-5663-4629","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gurah%20mesin%2C%20bengkel%20mobil&query_place_id=ChIJq8vW1NbpaC4RXiCMBWLw8nI","Bengkel Mobil"
"Persada Computer Bandung","4.6","107","Bandung Trade Mall Jalan Ibrahim Adjie 47, Lantai 2 Blok EE no 5 Kiara condong , Kec","Kota Bandung","Jawa Barat","ID","https://persadateknologi.com/","+62 895-1221-2832","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Persada%20Computer%20Bandung&query_place_id=ChIJAecqIMDnaC4RPlm-Q62VEJI","Toko Komputer"
"Mekar Harapan Elektronik - Pasar Cikapundung Lt.ll Blok N.9","4.7","15","Ps. Cikapundung Elektrik Center, Jl. ABC B No.16","Kota Bandung","Jawa Barat","ID","http://mekarharapan.com/","+62 812-2373-6828","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mekar%20Harapan%20Elektronik%20-%20Pasar%20Cikapundung%20Lt.ll%20Blok%20N.9&query_place_id=ChIJX130aiXmaC4RM6CUKDVvXds","Toko Elektronik"
"ELEVENBYTE STORE","4.8","4","Gg. Babakan Hegar No.29, RT.03/RW.03","Kota Bandung","Jawa Barat","ID",,"+62 812-1459-0022","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ELEVENBYTE%20STORE&query_place_id=ChIJ-yb4ihrlaC4RIB6SiEGgkFk","Toko Komputer"
"Bengkel Mobil Cahaya Cemerlang","4","30","Jl. AH. Nasution No.14","Kota Bandung","Jawa Barat","ID",,"+62 813-1956-7096","Bengkel Mobil","Tempat Pencucian Mobil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Cahaya%20Cemerlang&query_place_id=ChIJSx-DVdPCaC4RVHVNKasYt1M","Bengkel Mobil"
"Apotek SBS Farma Mekarwangi","4.4","83","Jl. Mekar Utama No.1 M, RT.002/RW.006","Kota Bandung","Jawa Barat","ID","http://pt-sbs.net/home","+62 853-5127-6705","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20SBS%20Farma%20Mekarwangi&query_place_id=ChIJ_d-EKgPpaC4RVvIRgEwFZ28","Apotek"
"Yasa Elektronik","4.9","20","Jl. Margacinta No.165","Kota Bandung","Jawa Barat","ID",,"+62 821-1506-5506","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yasa%20Elektronik&query_place_id=ChIJaY8J6UboaC4RgAc-7nPxho0","Toko Elektronik"
"INFORMA ELECTRONICS IBCC BANDUNG","5","1366","Living plaza IBCC","Kota Bandung","Jawa Barat","ID","https://www.ruparupa.com/informastore/ms/informa-electronics","+62 815-1100-2000","Toko Elektronik","Pusat Perbelanjaan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=INFORMA%20ELECTRONICS%20IBCC%20BANDUNG&query_place_id=ChIJbcvEmG3naC4REfsxfpKF8JM","Toko Elektronik"
"Cibeunying Apotek",,,"Jl. Jend. Gatot Subroto No. 21 Burangrang Lengkong Bandung Jawa Barat","Kota Bandung","Jawa Barat","ID",,"+62 22 7312224","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cibeunying%20Apotek&query_place_id=ChIJ5XTisirmaC4Rp9llfvk0NXs","Apotek"
"Bintang Agung Elektronic","4.5","49","Jl. A. Yani No.463","Kota Bandung","Jawa Barat","ID",,"+62 22 7278843","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bintang%20Agung%20Elektronic&query_place_id=ChIJvT3mN8HnaC4RcRYHGztQreI","Toko Elektronik"
"PT.Gallery Notebook Indonesia","4.8","24","Jl. Madani Regency No.B7","Kota Bandung","Jawa Barat","ID",,"+62 811-2001-307","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PT.Gallery%20Notebook%20Indonesia&query_place_id=ChIJ9WTPgMLnaC4Rml6wn_KnrRE","Toko Elektronik"
"Apotek Sehat Jaya","5","2","Jl. Gempol Asri Raya No.8","Kota Bandung","Jawa Barat","ID",,"","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Sehat%20Jaya&query_place_id=ChIJC_6k-ljvaC4RkzoZkI7rHrQ","Apotek"
"Top Electronic","5","2","Jl. Ir. H. Juanda No.216","Kota Bandung","Jawa Barat","ID","https://www.electronicsolution.co.id/","+62 22 2509130","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Electronic&query_place_id=ChIJOUMsIvnmaC4RaaD-0YI6qJE","Toko Elektronik"
"Veezee Computindo","4.5","11","Komplek Graha Pesona, Jl. Pesona II No.B15","Kota Bandung","Jawa Barat","ID","https://linktr.ee/veezeecomp","+62 822-2777-4317","Toko Komputer","Grosir komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Veezee%20Computindo&query_place_id=ChIJtb1dpkbdaC4RQ5Bj8vYDLHk","Toko Komputer"
"Service Laptop Bandung Bisa Langsung Di Tunggu (8 Computer)","4.9","143","Jl. Soekarno-Hatta No.844","Kota Bandung","Jawa Barat","ID",,"+62 851-7310-0900","Servis Komputer","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Laptop%20Bandung%20Bisa%20Langsung%20Di%20Tunggu%20(8%20Computer)&query_place_id=ChIJ4y6scvTnaC4RnbYGehb3tv4","Servis Komputer"
"Apotek Kosambi","3.2","99","Jl. A. Yani No.172","Kota Bandung","Jawa Barat","ID",,"+62 813-2038-1688","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Kosambi&query_place_id=ChIJN60_J8TnaC4RH5kf6EdkkyU","Apotek"
"Liemos Computer","4.3","4","Jl. Tenis Meja No.26","Kota Bandung","Jawa Barat","ID",,"+62 877-2281-3737","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Liemos%20Computer&query_place_id=ChIJI68WgU_daC4RGWTgWyy-lvA","Toko Komputer"
"Apotek Otista","4.5","16","Jl. Otto Iskandar Dinata No.511","Kota Bandung","Jawa Barat","ID",,"+62 22 5200213","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Otista&query_place_id=ChIJU9s3n57oaC4RNmXy7H5elA0","Apotek"
"Satyr Computer","4.9","49","Jl. Kembar Timur II No.6","Kota Bandung","Jawa Barat","ID",,"+62 812-2376-868","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Satyr%20Computer&query_place_id=ChIJP4aa7cfpaC4R0MD0uZs_RZo","Toko Komputer"
"Apotek Baladewa Farma 5","4.3","32","Jl. AH. Nasution No.144","Kota Bandung","Jawa Barat","ID",,"+62 815-1164-4972","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Baladewa%20Farma%205&query_place_id=ChIJ3ftc2PrdaC4Riumj7dxgCtY","Apotek"
"Apotek Mega","4.9","55","Jl. Kuningan Raya No.93","Kota Bandung","Jawa Barat","ID",,"+62 895-1980-8002","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Mega&query_place_id=ChIJDXvtgfnnaC4RlzMfYrh1nWA","Apotek"
"Jaya Bandung Computer","4.8","25","Ruko Segitiga Mas Jln.A.Yani No 221-223 Blok C No.7, Komplek Segitiga Mas","Kota Bandung","Jawa Barat","ID",,"+62 851-0045-1877","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaya%20Bandung%20Computer&query_place_id=ChIJtR7AGdLnaC4Rl8qqhKoKP4I","Toko Komputer"
"Grosir Elektronik123","4.5","486","3H6F+7P9","Kota Bandung","Jawa Barat","ID",,"+62 812-2200-0768","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Grosir%20Elektronik123&query_place_id=ChIJ4_-z5LbpaC4RSg47FiHNs3Q","Toko Elektronik"
"Apotek Rancabolang","4.8","21","DENIZ BUILDING, Jl. Rancabolang No.167","Kota Bandung","Jawa Barat","ID",,"+62 881-0221-07172","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Rancabolang&query_place_id=ChIJKW5WO2DpaC4RRG_x4xVUmiw","Apotek"
"Riva Computer","4.6","20","Jl. Buni Sari No.60","Kota Bandung","Jawa Barat","ID",,"+62 813-2220-5636","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Riva%20Computer&query_place_id=ChIJGTnWvJnnaC4RTxGK3L9ZWI4","Toko Komputer"
"Berkat Jaya Electronic","5","340","Jl. Sudirman No.459","Kota Bandung","Jawa Barat","ID",,"+62 811-2048-485","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Berkat%20Jaya%20Electronic&query_place_id=ChIJDWq2hhrmaC4R3DyHox5W61E","Toko Elektronik"
"Electronic City Paskal 23","4.8","117","Paskal Hypersquare 23, Paskal Shopping Center, Jl. Pasir Kaliki No.25-27","Kota Bandung","Jawa Barat","ID","https://eci.id/","+62 1 500 032","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Electronic%20City%20Paskal%2023&query_place_id=ChIJ516R8PXnaC4RkVT5y23Sibc","Toko Elektronik"
"Bengkel spesialis AC mobil bandung timur","4.6","7","Jl. Cipamokolan Jl. Rancacili No.4","Kota Bandung","Jawa Barat","ID",,"+62 821-2432-0528","Bengkel AC",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20spesialis%20AC%20mobil%20bandung%20timur&query_place_id=ChIJM7vTe1vDaC4RVq6drjzbynE","Bengkel AC"
"Apotek || cytotec bandung terpercaya || miso bandung || original ||","1","1","Jl. ABC No.21","Kota Bandung","Jawa Barat","ID",,"+62 895-4288-32901","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20%7C%7C%20cytotec%20bandung%20terpercaya%20%7C%7C%20miso%20bandung%20%7C%7C%20original%20%7C%7C&query_place_id=ChIJnX3zuVTnaC4Ra0joez-ePcA","Apotek"
"AA Computer Bandung","5","178","Bandung Trade Mall, Jl. Ibrahim Adjie No.47","Kota Bandung","Jawa Barat","ID","https://sites.google.com/view/aa-computer-bandung/beranda","+62 896-6447-7562","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AA%20Computer%20Bandung&query_place_id=ChIJy_6BLOLvaC4RYKbviJ8Kf48","Toko Komputer"
"Apotek & Praktek Dokter KK Medika","4.5","59","Jl. Ciwastra No.181","Kota Bandung","Jawa Barat","ID","https://r.grab.com/g/2-2-6-C4MXN7B2BBA2RA","+62 22 87510745","Apotek","Dokter Umum",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20%26%20Praktek%20Dokter%20KK%20Medika&query_place_id=ChIJt3P8I9npaC4R9Su9AlAPkdU","Apotek"
"Spesialis Laptop Second Terbaik di Kota Bandung | Laptop Milenial Official | Good Quality - Amanah - Bergaransi","5","741","Gg. Samsi 1 No.11, RT.3/RW.3","Kota Bandung","Jawa Barat","ID","http://shopee.co.id/laptopmilenial","+62 811-2000-380","Toko Komputer","Toko Komputer Bekas",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spesialis%20Laptop%20Second%20Terbaik%20di%20Kota%20Bandung%20%7C%20Laptop%20Milenial%20Official%20%7C%20Good%20Quality%20-%20Amanah%20-%20Bergaransi&query_place_id=ChIJc0T5NRDvaC4RNuWtljxHjnY","Toko Komputer"
"Prima Parahyangan Computer","4.2","180","Jl. Cijagra No.11","Kota Bandung","Jawa Barat","ID",,"+62 812-1274-3092","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prima%20Parahyangan%20Computer&query_place_id=ChIJ85s0NGHoaC4RE5kIcsEO3-Q","Toko Elektronik"
"CASH/CREDIT ALL TYPE ELEKTRONIK BANDUNG",,,"Jl. Cipamokolan No.41","Kota Bandung","Jawa Barat","ID","https://wa.me/6281572737154","+62 815-7273-7154","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CASH%2FCREDIT%20ALL%20TYPE%20ELEKTRONIK%20BANDUNG&query_place_id=ChIJqYLzoWrpaC4RKaSf2Wys73I","Toko Elektronik"
"Service Laptop Computer & Printer serta Aneka Sparepart Original Murah Repoeblic Comp 2","4.8","16","Jl. Desa Cipadung Jl. Rumah Cemara No.Depan","Kota Bandung","Jawa Barat","ID",,"+62 896-7535-8899","Toko Komputer","Toko Aksesori Komputer","Servis Komputer","Grosir komputer",,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Laptop%20Computer%20%26%20Printer%20serta%20Aneka%20Sparepart%20Original%20Murah%20Repoeblic%20Comp%202&query_place_id=ChIJd_Zacp7daC4RJUOUVXEM7_w","Toko Komputer"
"NAP Computer Bandung","5","52","Jl. Dadali II No.1","Kota Bandung","Jawa Barat","ID",,"+62 852-2266-3656","Servis Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NAP%20Computer%20Bandung&query_place_id=ChIJJwNgVQrmaC4RsFjKPXWFT0A","Servis Komputer"
"Vin Computer Bandung","5","11","Jaya Plaza Jalan Jendral Ahmad Yani No.238 Lt 1 blok H 10","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/vincomputerbandu","+62 822-1900-0184","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vin%20Computer%20Bandung&query_place_id=ChIJvQIy0yXnaC4RAeM0kkv14QU","Toko Komputer"
"Republic Laptop","4.9","1605","Jl. Perintis No.1","Kota Bandung","Jawa Barat","ID","https://republiclaptop.id/","+62 877-7770-8083","Toko Komputer","Servis Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Republic%20Laptop&query_place_id=ChIJyY8lqlXlaC4RBQlwEKWP-Uk","Toko Komputer"
"Bhineka Global Solutions Bandung","5","2","Jl. Soekarno Hatta, Ruko Jl. MTC Barat No.590 Blok H","Kota Bandung","Jawa Barat","ID","https://bhinekaglobalsolutions.com/","+62 813-8042-9056","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bhineka%20Global%20Solutions%20Bandung&query_place_id=ChIJhYwAfrfpaC4R2tzBmlkZbms","Toko Komputer"
"Bintang Sembilan Motor Nissan Datsun Bandung","4.7","130","Jl. Cidurian Utara No.1","Kota Bandung","Jawa Barat","ID",,"+62 811-8888-8580","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bintang%20Sembilan%20Motor%20Nissan%20Datsun%20Bandung&query_place_id=ChIJwzE0WtbpaC4RYkb6LvJBHJ0","Bengkel Mobil"
"Jasob Komputer (Servis Komputer/Laptop)","5","100","Jl. Desa Cipadung No.2, RT.02/RW.13","Kota Bandung","Jawa Barat","ID",,"+62 852-2377-7354","Servis Komputer","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jasob%20Komputer%20(Servis%20Komputer%2FLaptop)&query_place_id=ChIJcwEUO7XDaC4RpjLnxNNOlFQ","Servis Komputer"
"SERVICE LAPTOP BANDUNG ( UFO COMPUTER )","5","12","Jl. M.A. Winata No.20, RT.02/RW.08","Kota Bandung","Jawa Barat","ID","http://www.specialist-notebook.blogspot.com/","+62 813-1291-0242","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SERVICE%20LAPTOP%20BANDUNG%20(%20UFO%20COMPUTER%20)&query_place_id=ChIJoVURSs_DaC4RRDlC_qPj3bs","Toko Komputer"
"Issota Store","5","1","Jl. Ciwastra No.82A","Kota Bandung","Jawa Barat","ID",,"+62 878-2451-8565","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Issota%20Store&query_place_id=ChIJlSES_i_oaC4R0Ot4yWlB8dk","Toko Komputer"
"Dedas Computer Bandung","5","3","Jalan H. Ibrahim Adjie No.47, Bandung Trade Mall, Lantai 2, Blok AA.14, RW.15","Kota Bandung","Jawa Barat","ID",,"+62 813-1340-0071","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dedas%20Computer%20Bandung&query_place_id=ChIJobYV9sHnaC4RBLyY2fDsiHQ","Toko Komputer"
"Jual Beli Laptop Notebook Macbook Bekas di Bandung","3.9","60","Ruko, Jl. Saturnus Raya No.46","Kota Bandung","Jawa Barat","ID",,"+62 818-630-662","Toko Komputer Bekas",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jual%20Beli%20Laptop%20Notebook%20Macbook%20Bekas%20di%20Bandung&query_place_id=ChIJV4ax0iPoaC4RuwUNmxmEbKA","Toko Komputer Bekas"
"Apotek ER Farma","4.7","54","Jl. Buah Batu No.201G","Kota Bandung","Jawa Barat","ID",,"+62 852-9414-4091","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20ER%20Farma&query_place_id=ChIJazDfva3paC4RmU4sXS6DV9E","Apotek"
"Apotek Singgasana Farma","4.9","54","Jl. Indrayasa No.19","Kota Bandung","Jawa Barat","ID","https://linkbio.co/singgasanafarma","+62 812-4343-1001","Apotek","Toko Kesehatan dan Kecantikan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Singgasana%20Farma&query_place_id=ChIJV01N0HbpaC4RLZJTkD7r9sM","Apotek"
"Dan's Komputer","4.1","9","Jl. Ciwastra Ruko A 3 No.147","Kota Bandung","Jawa Barat","ID",,"+62 895-2502-2211","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dan's%20Komputer&query_place_id=ChIJm7AfujroaC4RoqCn_tM7wyI","Toko Komputer"
"A1 Electronic SHRM","4.6","203","banyak lampu, Jl. Sudirman No.682","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/elektronik-997","","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=A1%20Electronic%20SHRM&query_place_id=ChIJIQlX36TpaC4RiCin0sDZ6yE","Toko Elektronik"
"Bengkel Wong Cilik Tune Project Bandung","4.9","21","Jl. Parakan Mas Raya No.32-A Rt02, RW.12","Kota Bandung","Jawa Barat","ID",,"+62 878-2415-9258","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Wong%20Cilik%20Tune%20Project%20Bandung&query_place_id=ChIJz35VAQLoaC4RvkBtDd4npVs","Bengkel Sepeda Motor"
"APOTEK B88","4.5","17","Komplek Puri Dago, Jl. Terusan Jakarta","Kota Bandung","Jawa Barat","ID",,"+62 822-6286-4155","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=APOTEK%20B88&query_place_id=ChIJkaDmwyPnaC4RAqXL_8jBDZY","Apotek"
"Syams Prestasi Media","4.7","33",,"Kota Bandung","Jawa Barat","ID",,"+62 22 87826558","Toko Komputer","Peralatan Elektronik",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Syams%20Prestasi%20Media&query_place_id=ChIJSwutndbcaC4R-xfAsPS4j5Y","Toko Komputer"
"Vinaya Computer","2.3","76","Gedung BEC lantai 1 blok G.06 Istana BEC, Jl. Purnawarman No.06 Blok G","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/vinayacomp","+62 22 4216311","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vinaya%20Computer&query_place_id=ChIJhe0iFjjmaC4RqM9WUTogV3Q","Toko Komputer"
"Apotek Otka Medika","4.5","36","Melrose Residance, Jl. Parakan Saat No.A.5","Kota Bandung","Jawa Barat","ID",,"+62 821-2957-026","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Otka%20Medika&query_place_id=ChIJkyj9uTrpaC4RBZWjCFotxSQ","Apotek"
"Bandung Jaya Computer","4.5","49","Jaya Plaza, Jl. A. Yani No.238 Lt. 1 Blok K No.8-9","Kota Bandung","Jawa Barat","ID",,"+62 22 87243350","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Jaya%20Computer&query_place_id=ChIJ1VyBrMHnaC4RZrHpt1bQ2mQ","Toko Komputer"
"Jaya plaza komputer mall","4.5","661","Vin computer 40271, Unnamed Road Jl. A. Yani No.238 Blk. H10","Kota Bandung","Jawa Barat","ID",,"+62 878-2712-2812","Pusat Perbelanjaan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaya%20plaza%20komputer%20mall&query_place_id=ChIJi4CM8L7naC4RP6NmaoBmBa0","Pusat Perbelanjaan"
"Service Laptop Bandung Bisa Di Tunggu (Babacombandung)","4.7","502","Jl. Terusan Buah Batu No.8","Kota Bandung","Jawa Barat","ID",,"+62 851-7310-0200","Toko Komputer","Servis Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Laptop%20Bandung%20Bisa%20Di%20Tunggu%20(Babacombandung)&query_place_id=ChIJNQu6dNLnaC4RqKw3rZeOwiA","Toko Komputer"
"Bersama Plaza Computer","4.7","26","3JJG+RPJ","Kota Bandung","Jawa Barat","ID",,"+62 22 7231367","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bersama%20Plaza%20Computer&query_place_id=ChIJf4TKEdLnaC4RH84__g0KH3o","Toko Komputer"
"Santika Agrapana Tech","4.9","79","Jl. Setra Dago Raya No.7","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/agrapana-tech","+62 878-2333-8246","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Santika%20Agrapana%20Tech&query_place_id=ChIJv_EbVZbnaC4RcQydavLIztk","Toko Komputer"
"Indojaya Computer","4.9","307","Bandung Trade Mall, Jl. Ibrahim Adjie Jl. Kiara Condong","Kota Bandung","Jawa Barat","ID","https://id.shp.ee/imKg5UX","+62 821-1162-1635","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indojaya%20Computer&query_place_id=ChIJ-5foDzjmaC4RH9M7DElEh20","Toko Komputer"
"ITCorner Bandung (Sales, Service Printer/Laptop/PC)","5","29","Jaya Plaza, Jl. A. Yani","Kota Bandung","Jawa Barat","ID",,"+62 856-4712-9641","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ITCorner%20Bandung%20(Sales%2C%20Service%20Printer%2FLaptop%2FPC)&query_place_id=ChIJaTu6XcPnaC4RlFBcqJ6zQH4","Toko Komputer"
"Ruang Teknologi Official","5","4","Jl. Riung Bandung Raya No.06","Kota Bandung","Jawa Barat","ID",,"+62 858-7122-7148","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ruang%20Teknologi%20Official&query_place_id=ChIJs0IwKgDDaC4Rkr5MazhauPo","Toko Komputer"
"Vegas Laptop dan Komputer","5","2","Jl. Golf Sel. IⅤ No.3A","Kota Bandung","Jawa Barat","ID",,"+62 859-1067-1053","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vegas%20Laptop%20dan%20Komputer&query_place_id=ChIJxeVugUPdaC4RIEDSmH02dD8","Toko Komputer"
"Doraemon Computer Accesories","3.4","5","Kw. Niaga Metro Trade Center, Jl. Soekarno-Hatta No.590 Blok E 12","Kota Bandung","Jawa Barat","ID",,"+62 22 21115841","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Doraemon%20Computer%20Accesories&query_place_id=ChIJ90QvPRroaC4RI8nq1q-bdS0","Toko Komputer"
"Mega Comp Grosir Aksesoris Komputer","4.6","79","Komplek Ruko Segitiga Mas, Kosambi Jl. A. Yani No.14","Kota Bandung","Jawa Barat","ID",,"+62 22 7237069","Toko Aksesori Komputer","Grosir",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mega%20Comp%20Grosir%20Aksesoris%20Komputer&query_place_id=ChIJvdJ0983naC4RZdd76qnD3KQ","Toko Aksesori Komputer"
"DISCOUNT NOTEBOOK BANDUNG - Jaya Plaza","4.9","123","Jl Ahmad Yani No 238 Pertokoan Jaya Plaza Blok R-08","Kota Bandung","Jawa Barat","ID","https://linktr.ee/discountnotebookofficial","+62 821-2081-4348","Toko Komputer","Toko Aksesori Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DISCOUNT%20NOTEBOOK%20BANDUNG%20-%20Jaya%20Plaza&query_place_id=ChIJZ6jmqoDnaC4R623sUpr7T_Y","Toko Komputer"
"AGRES ID BANDUNG ELECTRONIC CENTRE 1 (LAPTOP SPESIALIS)","5","442","BANDUNG ELECTRONIC CENTER, LANTAI 1 BLOK T09-T10","Kota Bandung","Jawa Barat","ID","https://agresidbandung01.taplink.id/","+62 811-1902-9221","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AGRES%20ID%20BANDUNG%20ELECTRONIC%20CENTRE%201%20(LAPTOP%20SPESIALIS)&query_place_id=ChIJl5pMVcXnaC4R7TxFD5H6IWc","Toko Komputer"
"Juara Laptop","5","4","Jl. Tata Surya No.58","Kota Bandung","Jawa Barat","ID",,"+62 811-2347-897","Toko Komputer Bekas",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juara%20Laptop&query_place_id=ChIJ783lOPTpaC4RiQHlZ0q4qwU","Toko Komputer Bekas"
"GGid COMPUTER","4.3","6","Jl. AH. Nasution No.122","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/tabcom","+62 813-2051-4090","Toko Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GGid%20COMPUTER&query_place_id=ChIJlbAIVQDdaC4R1DENL3Pk2DA","Toko Komputer"
"Toko elektronik","5","1","3P99+3JF, Jl. Manisi","Kota Bandung","Jawa Barat","ID",,"","Pembangunan Perumahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20elektronik&query_place_id=ChIJqf5YcQDDaC4R5ekY9iZNJEM","Pembangunan Perumahan"
"Kencana Elektronik","4","134","Jl. Kiara Condong","Kota Bandung","Jawa Barat","ID",,"","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kencana%20Elektronik&query_place_id=ChIJvR_83N_naC4RYQQndsuxbSM","Toko Elektronik"
"Clover Gaming Indonesia","5","2946","Jl. Purnawarman.13-15, Bandung Electronic Center Lt. 3 Blok G02 - G05","Kota Bandung","Jawa Barat","ID",,"+62 877-7729-1249","Toko Game","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clover%20Gaming%20Indonesia&query_place_id=ChIJaWtboynnaC4Rt1YjjI8I14E","Toko Game"
"Bengkel Mobil Andi Motor","4.9","11","2MWG+GHG, Jl. Rancacili","Kota Bandung","Jawa Barat","ID",,"+62 813-2491-6584","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%20Andi%20Motor&query_place_id=ChIJ9w-BU4HDaC4R-S7-vNwmWm0","Bengkel Mobil"
